cell,x,y,Ash,Basswood,Beech,Birch,Cedar.juniper,Cherry,Elm,Fir,Hemlock,Hickory,Maple,Oak,Other.hardwoods,Pine,Poplar,Spruce,Tamarack,Tulip.poplar,Walnut,Total
15476,597000,1078000,0.12525945,0.813388817,0,0.682404664,0.613382124,0.188701345,0.016229501,0.197618796,0.698468758,0,2.350987944,0.458605445,0.003260902,1.009873866,0.612061429,0.336041065,0.100147645,0,0,1.086267337
15477,605000,1078000,0.125081547,0.818893108,0,0.642923853,0.688675636,0.183280706,0.017017997,0.198675074,0.618033665,0,2.265386098,0.483051026,0.003310957,1.057499657,0.609664439,0.337693727,0.102786189,0,0,1.08122454
15478,613000,1078000,0.126312148,0.805670899,0,0.590113754,0.755618861,0.177074641,0.017952348,0.1980451,0.538706659,0,2.141998581,0.497934216,0.003365126,1.099212363,0.599550582,0.34054303,0.106364192,0,0,1.073331214
15479,621000,1078000,0.129789553,0.764184372,0,0.539911227,0.81089764,0.169330146,0.018911723,0.196899285,0.463887196,0,1.999265314,0.499627465,0.003421883,1.119606998,0.582004452,0.343308368,0.109666573,0,0,1.063910815
15480,629000,1078000,0.135137053,0.690416412,0,0.497929218,0.842219728,0.15931547,0.019829786,0.19451075,0.40231229,0,1.855421575,0.487472702,0.003480261,1.121563403,0.559283699,0.345274038,0.111117346,0,0,1.055366951
15481,637000,1078000,0.142812585,0.610191116,0.075330085,0.473173529,0.863420679,0.14972335,0.020790412,0.192071236,0.367339609,0,1.745769093,0.46879608,0.003545089,1.145599179,0.540646611,0.348562639,0.11071157,0,0,1.051082585
15482,645000,1078000,0.15187102,0.532763499,0.090444301,0.463462012,0.874349764,0.142538177,0.021845285,0.188637826,0.357842069,0,1.67255331,0.448328705,0.003617973,1.187107408,0.526170348,0.350848042,0.108317393,0,0,1.053328802
15483,653000,1078000,0.167399769,0.482700149,0.114116407,0.485900263,0.948897649,0.142651072,0.023353029,0.191471492,0.394174752,0,1.692220095,0.439917213,0.00370267,1.32147682,0.528066363,0.361720688,0.107436565,0,0,1.06558107
15484,661000,1078000,0.187748903,0.44303669,0.14812635,0.528315255,1.072843096,0.149351569,0.025205392,0.196142274,0.471423839,0,1.780257566,0.431689562,0.003793124,1.478876363,0.534571676,0.374556454,0.105992441,0,0,1.088839469
15485,669000,1078000,0.198085838,0.38396299,0.179695252,0.540615335,1.091852382,0.155467057,0.026566156,0.185025124,0.527503174,0,1.821124678,0.394323819,0.003871701,1.378114589,0.510753592,0.362980453,0.096794728,0,0,1.12125257
15486,677000,1078000,0.20995587,0.341363305,0.222389654,0.558699117,1.122028788,0.168496391,0.027911127,0.174364763,0.607504409,0,1.9214679,0.35775762,0.00395103,1.27203134,0.489992725,0.351928187,0.088127842,0,0,1.158276161
15487,685000,1078000,0.225882825,0.319013293,0.293529721,0.595058631,1.212024448,0.191963902,0.02928242,0.169833768,0.747226932,0,2.099993029,0.331593161,0.004035641,1.246432041,0.481507337,0.349870831,0.082016692,0,0,1.194257665
15488,693000,1078000,0.231868143,0.298821074,0.395369582,0.622536882,1.259571028,0.220787136,0.030021339,0.165365536,0.896494586,0,2.258060438,0.307417127,0.004118589,1.209354432,0.470183678,0.345765157,0.075820047,0,0,1.220688243
15489,701000,1078000,0.219183968,0.273688572,0.519928345,0.628202307,1.216445742,0.248992003,0.029718474,0.158308036,0.992674776,0,2.339725165,0.284146486,0.004196631,1.17121217,0.450165978,0.334980503,0.06898048,0,0,1.232378059
15490,709000,1078000,0.203452068,0.255985652,0.701063458,0.653207988,1.190560252,0.282901438,0.029047027,0.155124692,1.114542953,0,2.443161466,0.272992765,0.004281417,1.273806781,0.438274212,0.330555863,0.064829987,0,0,1.232325723
15491,717000,1078000,0.175526395,0.229992328,0.863071921,0.654036973,1.053567928,0.304034484,0.027567107,0.146233574,1.111141002,0,2.465204992,0.262164694,0.004363796,1.385783437,0.417193078,0.317602659,0.060980799,0,0,1.229148021
15492,725000,1078000,0.150580891,0.209170383,1.02733686,0.662519328,0.934129527,0.317551587,0.026055639,0.139201788,1.104705119,0,2.491005043,0.262824154,0.004453161,1.563359628,0.403193674,0.307479055,0.059713231,0,0,1.232213791
15493,733000,1078000,0.1282947,0.189845175,1.125653116,0.663216351,0.822785189,0.315595023,0.024505422,0.131864053,1.062703122,0,2.485598178,0.274227918,0.004545698,1.697351324,0.392179523,0.294733166,0.060368085,0,0,1.250953948
15494,741000,1078000,0.112313375,0.17778427,1.1596657,0.666814019,0.771226969,0.307515125,0.023296717,0.127876108,1.016715203,0,2.484099531,0.29524866,0.004646451,1.792271441,0.386650088,0.284766097,0.063504739,0,0,1.287282006
15495,749000,1078000,0.099117573,0.168490597,1.041917697,0.635212697,0.735278384,0.289780978,0.022371119,0.123827346,0.887805722,0,2.411758116,0.307751565,0.004752631,1.736205084,0.375412597,0.272471633,0.066849194,0,0,1.33636255
15496,757000,1078000,0.091169974,0.165389205,0.918858996,0.602343514,0.760440601,0.273778223,0.021911351,0.123573684,0.790554405,0,2.343244735,0.311474324,0.004867923,1.731023722,0.368049748,0.267062953,0.071626441,0,0,1.386046846
15497,765000,1078000,0.087517901,0.167156459,0.850621387,0.581712689,0.844415134,0.261038781,0.021850821,0.127282267,0.741226388,0,2.31150214,0.307497357,0.004991668,1.803496863,0.367112718,0.270130024,0.078372071,0,0,1.424195532
15498,773000,1078000,0.085012706,0.16836868,0.804896128,0.554861946,0.935695293,0.244249413,0.02185974,0.130776061,0.691604036,0,2.262361489,0.291540754,0.005116997,1.801939503,0.36483805,0.273498898,0.084925149,0,0,1.445424351
15500,789000,1078000,0.083364983,0.168785036,0.868235949,0.523211561,1.18487147,0.204289763,0.021849094,0.138788826,0.651869411,0,2.226607111,0.252856169,0.005389305,1.533807827,0.364519881,0.282554933,0.094957565,0,0,1.43972371
15501,797000,1078000,0.084866183,0.169535482,0.992710174,0.541391238,1.388515066,0.187038218,0.021854166,0.146334912,0.694418058,0,2.294255177,0.241526939,0.005544461,1.390556516,0.372170119,0.294954914,0.099430482,0,0,1.419029342
15502,805000,1078000,0.085932716,0.16599776,1.082302194,0.563671693,1.554219273,0.169260302,0.021603849,0.152478532,0.72985337,0,2.327739497,0.231962041,0.005701911,1.249072783,0.377863793,0.30854444,0.102175592,0,0,1.389415339
15503,813000,1078000,0.084010915,0.154899631,1.018763269,0.560004836,1.528663642,0.149040256,0.020826114,0.151752496,0.707184633,0,2.226285083,0.2177675,0.005842865,1.109243305,0.371203315,0.313706071,0.100455787,0,0,1.352674583
15504,821000,1078000,0.083555974,0.145959432,0.957150013,0.563955712,1.489425194,0.132896058,0.020064497,0.151759317,0.716107382,0,2.124152948,0.209439303,0.005979642,1.095300582,0.370641436,0.322909038,0.09962861,0,0,1.310713579
15505,829000,1078000,0.085728295,0.14143334,0.938320082,0.585744449,1.510224802,0.120485876,0.019455655,0.154724979,0.776317957,0,2.059416583,0.210687499,0.006119263,1.233559155,0.383326932,0.341138662,0.101817147,0,0,1.267630746
15506,837000,1078000,0.089327136,0.138054186,0.901221239,0.608667458,1.536791218,0.108825746,0.018878914,0.15751,0.820591683,0,1.980505857,0.219571754,0.006262215,1.453304506,0.405262694,0.364766992,0.105611442,0,0,1.228554939
15507,845000,1078000,0.090269918,0.128395578,0.753384157,0.584218438,1.409879449,0.094530898,0.018101494,0.150964236,0.723588894,0,1.775512099,0.226524856,0.006397292,1.494374839,0.41790383,0.375871178,0.104891714,0,0,1.197061648
15508,853000,1078000,0.093729603,0.122032485,0.634244412,0.568620881,1.339903315,0.083314497,0.01764378,0.147952185,0.613425635,0,1.596630875,0.243563484,0.006542579,1.559062341,0.445763015,0.395813918,0.105772842,0,0,1.175240591
15509,861000,1078000,0.101170886,0.120644472,0.540950883,0.571869023,1.355767225,0.075007585,0.017581205,0.15142249,0.515925159,0,1.467293546,0.273687124,0.00669364,1.712129651,0.496762208,0.428108688,0.107517537,0,0,1.162242539
15510,869000,1078000,0.108645746,0.119733764,0.416575046,0.55257667,1.274617925,0.067001398,0.017685583,0.153387552,0.399288022,0,1.313448019,0.306250255,0.006827309,1.683011247,0.548068922,0.446289202,0.102115553,0,0,1.159278283
15511,877000,1078000,0.122400928,0.124412629,0.344593242,0.563381883,1.30923496,0.06101579,0.018251898,0.164714477,0.330629364,0,1.226683533,0.357993957,0.006977798,1.702061716,0.624397463,0.476669696,0.098326955,0,0,1.16646661
15512,885000,1078000,0.144110828,0.133637085,0.314949228,0.602787767,1.458160687,0.056544233,0.01928282,0.186154241,0.295493158,0,1.197741247,0.43415451,0.007164036,1.751632563,0.725688676,0.520129857,0.097595464,0,0,1.184610532
15513,893000,1078000,0.165903246,0.140202942,0.293116346,0.615937388,1.5111945,0.052151149,0.020503905,0.204623835,0.264003336,0,1.150505075,0.508755938,0.007382361,1.545484935,0.808570421,0.544005698,0.095139423,0,0,1.218558577
15514,901000,1078000,0.194022726,0.149639225,0.295182336,0.638852327,1.611705501,0.049115462,0.022240375,0.229944639,0.258173511,0,1.138470946,0.599338358,0.007642494,1.351403349,0.903462393,0.574456079,0.095724782,0,0,1.275402539
15515,909000,1078000,0.234755303,0.164443542,0.321242966,0.681259481,1.839460913,0.047533727,0.024705056,0.266693552,0.2765397,0,1.168927016,0.719140634,0.007950823,1.221273138,1.026552374,0.62099483,0.10039853,0,0,1.360037964
15516,917000,1078000,0.283780039,0.180205028,0.355877856,0.712802514,2.100029542,0.046570371,0.027760815,0.304940497,0.302363136,0,1.204596189,0.845567817,0.008297089,1.088688726,1.156448108,0.667044653,0.105981557,0,0,1.470447102
15517,925000,1078000,0.336128459,0.192622797,0.398260498,0.725688354,2.36677982,0.046003486,0.031274622,0.338111498,0.330057239,0,1.23827687,0.953715751,0.008670851,0.991796987,1.2833289,0.70768525,0.111677891,0,0,1.599740931
15696,-11000,1070000,2.206576448,2.624427107,0,0,0,0,0.606288001,0,0,0,2.921169323,6.427926328,0,0,0.996266831,0,0,0,0,4.210734116
15702,37000,1070000,1.611361876,1.926723922,0,0.10922064,0,0.06334009,0.435372351,0,0,0,1.896441478,4.632321627,0.015196002,0,0.798317426,0.108255091,0,0,0.071293667,3.043390728
15711,109000,1070000,1.073013763,1.748720657,0,0.186036946,0.328343953,0.074295416,0.32163285,0,0,0,0.831936043,5.07714785,0.010328408,0.414843545,0.708149033,0.050383091,0.070562756,0,0.04868961,1.827571013
15713,125000,1070000,0.929507813,1.498140397,0,0.207535744,0.318372788,0.075514186,0.298079312,0.010868481,0,0.029081931,0.724954918,4.638603872,0.009561713,0.407861174,0.690676936,0.046071133,0.067175187,0,0.049192463,1.730436384
15714,133000,1070000,0.879564873,1.393593812,0,0.217194549,0.308971138,0.076338355,0.289020267,0.011258976,0,0.029206854,0.690244719,4.529148104,0.009226403,0.426005551,0.699591139,0.045007851,0.066633217,0,0.050008249,1.686346656
15715,141000,1070000,0.840440778,1.286921531,0,0.224705347,0.290720616,0.076595095,0.27813372,0.01175355,0,0.029510923,0.662392534,4.453938394,0.008905459,0.453750765,0.718822973,0.044526678,0.066493075,0,0.050872796,1.637581474
15717,157000,1070000,0.750282693,0.976496682,0,0.223154857,0.216245255,0.071829421,0.234552827,0.012636266,0,0.03004391,0.597378135,4.01020349,0.008249705,0.494481682,0.747860675,0.044144764,0.064936874,0,0.051485261,1.528506193
15720,181000,1070000,0.768110017,0.78270447,0,0.241000751,0.129878122,0.06397314,0.180134224,0.015380759,0,0.032780439,0.614778164,3.443928101,0.007447507,0.651683976,0.823595966,0.046181672,0.067214153,0,0.05307498,1.361516611
15723,205000,1070000,0.753488216,0.711034446,0,0.259089106,0.079311036,0.057460378,0.144925977,0.02055957,0,0.036916689,0.70638526,2.858131849,0.006709889,0.750314202,0.819653164,0.050541181,0.072539446,0,0.053697955,1.265619162
15724,213000,1070000,0.735822039,0.713808349,0,0.262238109,0.07125271,0.055984588,0.138989952,0.02287506,0,0.038340719,0.734471102,2.76797577,0.006476247,0.771872979,0.811407361,0.052449853,0.074336947,0,0.052762127,1.248941584
15725,221000,1070000,0.706425753,0.721833058,0,0.264068988,0.06654382,0.054724759,0.13446495,0.025460943,0,0.039464093,0.752843644,2.726683366,0.006254646,0.785261218,0.803959053,0.05421249,0.075436024,0,0.050900813,1.234363017
15726,229000,1070000,0.686847396,0.74314743,0,0.271493404,0.065290629,0.054014692,0.13257992,0.02843804,0,0.040438648,0.777804453,2.776062915,0.006050114,0.835496917,0.81122296,0.056073682,0.07667806,0,0.048562691,1.218711512
15727,237000,1070000,0.634348961,0.712837079,0,0.272361962,0.064318546,0.052262339,0.126738056,0.0311645,0,0.040562385,0.780944346,2.714370581,0.005846193,0.868867892,0.798192965,0.056981441,0.075875597,0,0.045461178,1.199821166
15728,245000,1070000,0.556491403,0.632214857,0,0.263825705,0.063116461,0.049175437,0.116912504,0.033393822,0,0.04000163,0.764520962,2.537702479,0.005645473,0.882786938,0.760930618,0.056967122,0.07369128,0,0.041994686,1.17976363
15729,253000,1070000,0.495140538,0.564908253,0,0.256112292,0.063394451,0.046033465,0.108006199,0.035526583,0,0.039563705,0.760518432,2.421499129,0.005462713,0.939514587,0.728559503,0.057127082,0.07289779,0,0.038754117,1.160745892
15730,261000,1070000,0.460533825,0.534527351,0,0.253439003,0.065490516,0.04316098,0.100656199,0.037698083,0,0.039457567,0.778118239,2.433908088,0.005297654,1.068432101,0.709979759,0.057800642,0.073677557,0,0.035759635,1.1436868
15731,269000,1070000,0.414666103,0.493586356,0,0.241846522,0.065712218,0.039198628,0.090243434,0.038937431,0,0.038781053,0.772078402,2.354938943,0.005126984,1.108192072,0.667837522,0.057497989,0.071696098,0,0.032470965,1.130536717
15732,277000,1070000,0.382725449,0.470948461,0,0.233436656,0.066045393,0.035455363,0.080895296,0.039919085,0,0.038182672,0.771212984,2.347917651,0.004965931,1.156040657,0.635173515,0.057598467,0.069655442,0,0.029403344,1.124162273
15733,285000,1070000,0.355181542,0.45058055,0,0.226718562,0.066054247,0.03203789,0.072746825,0.040803065,0,0.037589805,0.764342218,2.358185662,0.004815122,1.181025907,0.610079984,0.058253873,0.067632869,0,0.026618501,1.125830764
15734,293000,1070000,0.343616973,0.445302486,0,0.228123024,0.067466935,0.02946472,0.067400208,0.042401627,0,0.037285611,0.76978659,2.457098307,0.00468344,1.257450498,0.606470371,0.060296005,0.067381026,0,0.024273393,1.132617752
15735,301000,1070000,0.350960533,0.4601715,0,0.239124358,0.070981951,0.027703438,0.064564634,0.045100505,0,0.037204744,0.796828225,2.672917006,0.004572088,1.42483822,0.625379312,0.064069571,0.069176128,0,0.022301438,1.137239057
15736,309000,1070000,0.347837863,0.457224848,0,0.242037946,0.072252052,0.025840597,0.060940675,0.047305197,0,0.036304572,0.799986532,2.749640435,0.004461776,1.444203645,0.623538522,0.067606742,0.068943508,0,0.020327542,1.131495833
15737,317000,1070000,0.337805371,0.444413623,0,0.238702466,0.071265612,0.024095154,0.057045738,0.049062475,0,0.034532216,0.785864991,2.67315265,0.00435221,1.320400861,0.60015415,0.070641986,0.066959133,0,0.01839136,1.114470252
15738,325000,1070000,0.352515446,0.470001353,0,0.250655296,0.073066957,0.023257836,0.055454316,0.052888431,0,0.032693558,0.820487853,2.710736971,0.004258208,1.314979131,0.598342337,0.075654321,0.067915294,0,0.016748385,1.089578296
15739,333000,1070000,0.374924683,0.511832758,0,0.269535281,0.076526806,0.022838569,0.054463606,0.058599835,0.085636884,0.030323514,0.881690378,2.719913657,0.004167814,1.328107569,0.599017945,0.081903254,0.070914501,0,0.015246973,1.062014231
15740,341000,1070000,0.385023186,0.542346105,0,0.282674559,0.080197501,0.022430513,0.052716735,0.064860661,0.108318592,0.027229456,0.939125799,2.579473849,0.004070727,1.264462277,0.583341898,0.088175003,0.07399421,0,0.013785198,1.036562411
15741,349000,1070000,0.412897855,0.617849454,0,0.311144289,0.089177926,0.022738776,0.052146397,0.07364687,0.145206473,0.024352218,1.055636209,2.562200723,0.003982428,1.326478022,0.587838257,0.097378584,0.079757502,0,0.012524735,1.017956617
15742,357000,1070000,0.423577933,0.679400632,0,0.335213455,0.100207161,0.023109977,0.050640236,0.081404858,0.192171704,0.021564087,1.167367691,2.447864362,0.00389107,1.332311971,0.574364238,0.106179196,0.083581988,0,0.011362506,1.007603165
15743,365000,1070000,0.42780836,0.721481417,0,0.361093129,0.116886248,0.02367201,0.048877835,0.088478257,0.24425401,0.018982017,1.286294051,2.29150061,0.003804685,1.366331804,0.552430428,0.115253271,0.087382995,0,0.010321485,1.002961708
15744,373000,1070000,0.452713849,0.777757737,0,0.40780131,0.147399324,0.025085142,0.048495517,0.097976466,0.312275935,0.016827432,1.455245602,2.183695346,0.003733015,1.48717649,0.547065551,0.128351422,0.09570483,0,0.009428552,1.001031003
15745,381000,1070000,0.444137518,0.729015802,0,0.434067011,0.183936696,0.026446907,0.047310154,0.10388857,0.355727196,0.014827725,1.539690306,1.8146904,0.003658896,1.326704653,0.518836437,0.139761249,0.102810573,0,0.008564671,0.999308866
15746,389000,1070000,0.449112687,0.681161156,0,0.470584461,0.238906907,0.028512925,0.047141198,0.110402016,0.405911065,0.013256806,1.626903258,1.41565543,0.003593915,1.144292111,0.501762775,0.154449753,0.112958778,0,0.007799119,0.994040286
15747,397000,1070000,0.471448097,0.647503685,0,0.519400435,0.316730203,0.031497791,0.047823132,0.117759304,0.483675013,0.012001471,1.724026128,1.042796305,0.003538798,0.967644751,0.493500863,0.172082728,0.124746294,0,0.007117417,0.981994176
15748,405000,1070000,0.468526003,0.573363959,0,0.536908133,0.384512783,0.034803146,0.047583675,0.119537835,0.554788064,0.010857304,1.735543837,0.711939612,0.003483774,0.764277154,0.470209607,0.184363033,0.129438588,0,0.00647977,0.963645869
15749,413000,1070000,0.4691236,0.526315533,0,0.54687215,0.454126093,0.039212131,0.047209624,0.119884089,0.640372348,0.009883532,1.736837654,0.510145369,0.00343663,0.669989602,0.457037877,0.196635936,0.133438343,0,0.005917859,0.941950271
15750,421000,1070000,0.432722739,0.467159737,0,0.512312236,0.486154956,0.043460171,0.045058607,0.113595228,0.635276682,0.008948211,1.648193736,0.373671796,0.003387369,0.582440016,0.436226392,0.200338174,0.131259778,0,0.005391647,0.91908807
15751,429000,1070000,0.405146919,0.4328036,0,0.483325173,0.515969531,0.04825891,0.043003449,0.108701116,0.615159852,0.008176892,1.563858611,0.30396492,0.003343747,0.553409039,0.428280955,0.203361667,0.13182501,0,0.004946351,0.896583216
15752,437000,1070000,0.400856407,0.425912451,0,0.482676873,0.577111066,0.054056215,0.041664007,0.109056377,0.638814132,0.007602283,1.530450585,0.282330601,0.003307275,0.609253814,0.443609854,0.211185702,0.139886758,0,0.004592511,0.877872727
15753,445000,1070000,0.390732473,0.409126101,0,0.48693338,0.638643655,0.059481477,0.040065765,0.111170409,0.670338113,0.007163991,1.495719751,0.287555963,0.003271387,0.724385932,0.469359323,0.219268674,0.149925484,0,0.004307194,0.869249411
15754,453000,1070000,0.348194031,0.354976324,0,0.467543695,0.640720778,0.062160002,0.037307573,0.110109508,0.656623968,0.006792843,1.400640874,0.307543937,0.003229885,0.847120973,0.485211419,0.21871638,0.153284146,0,0.004057272,0.872268529
15755,461000,1070000,0.300005602,0.297887553,0,0.448787179,0.621332678,0.06344588,0.034408134,0.109181007,0.655304953,0.006510765,1.311992601,0.357746457,0.003193472,1.035723492,0.504139458,0.215446858,0.155244098,0,0.003834107,0.884622196
15756,469000,1070000,0.257582416,0.253109194,0,0.438663309,0.59959509,0.064483219,0.031519414,0.108524678,0.676296258,0.006280735,1.256533432,0.45023307,0.003166393,1.320495985,0.529309294,0.212670038,0.156932083,0,0.003618593,0.902872874
15757,477000,1070000,0.215746338,0.21528807,0,0.419962616,0.543844213,0.064684688,0.028263645,0.10502571,0.652283979,0.006038952,1.195242477,0.564713855,0.00314266,1.542468235,0.540438388,0.206298138,0.15179099,0,0.003395848,0.922503262
15758,485000,1070000,0.180446421,0.186888801,0,0.396525708,0.465189456,0.064467683,0.025081476,0.100101252,0.580104495,0.005815588,1.13226709,0.678317806,0.003119934,1.610645549,0.535077209,0.197442415,0.141275601,0,0.003181699,0.941808522
15759,493000,1070000,0.160385004,0.176237323,0,0.394031586,0.411582776,0.066052129,0.022647889,0.098919798,0.540951947,0.005664038,1.126753213,0.814110882,0.003104615,1.691980324,0.536600873,0.193929484,0.134276735,0,0.002995448,0.960848741
15760,501000,1070000,0.152531445,0.181658661,0,0.418119432,0.38708211,0.070531603,0.020903308,0.102214566,0.55205909,0.005559553,1.192287577,0.969512621,0.00309865,1.864848858,0.549112915,0.197983696,0.131900082,0,0.002833455,0.981267357
15761,509000,1070000,0.147167346,0.191057568,0,0.442388804,0.361710652,0.076423806,0.019307888,0.104832136,0.55327808,0.005426299,1.269464363,1.048247446,0.003095762,1.933150112,0.547300786,0.203504024,0.126979112,0,0.002674887,1.004513453
15762,517000,1070000,0.144217382,0.204372972,0,0.465557716,0.341832292,0.084310182,0.017935631,0.107448248,0.551365982,0.0052778,1.360130749,1.034573631,0.003097316,1.934020708,0.536973298,0.212522605,0.121759066,0,0.002516962,1.028148639
15763,525000,1070000,0.149878082,0.23658743,0,0.515454659,0.354521737,0.098088103,0.017155509,0.116657734,0.606893417,0.005187514,1.534923951,1.015739621,0.003109754,2.110865095,0.547422287,0.234478015,0.12352244,0,0.002375424,1.048784562
15764,533000,1070000,0.157214651,0.288000631,0,0.570246016,0.377918975,0.117078695,0.0166606,0.129705099,0.670272532,0.005148607,1.741052122,0.952574611,0.003125136,2.266224479,0.5633815,0.263123184,0.126538181,0,0.002249308,1.066170481
15765,541000,1070000,0.150279584,0.33156186,0,0.563856993,0.359158677,0.132366193,0.01583661,0.133813327,0.607739872,0.005098881,1.803890837,0.766496709,0.003126559,1.967265408,0.541824713,0.274962642,0.11835881,0,0.002122046,1.079772938
15766,549000,1070000,0.144724175,0.394859444,0,0.560748595,0.35174873,0.150135351,0.015312273,0.140069831,0.559516649,0.005110216,1.868657871,0.622833987,0.00313214,1.676096913,0.530793803,0.287146883,0.11117618,0,0,1.087315271
15767,557000,1070000,0.146559636,0.50816052,0,0.587274684,0.379765678,0.174137541,0.015258763,0.154277555,0.58846772,0.005199828,2.008018477,0.550995497,0.003149469,1.484905563,0.548086026,0.308084318,0.10887633,0,0,1.086477571
15768,565000,1070000,0.148042013,0.648931478,0,0.61219901,0.418393156,0.195038771,0.015425961,0.16949184,0.650371068,0.005312528,2.142864845,0.504131027,0.003172275,1.237679514,0.571748801,0.323971081,0.10662575,0,0,1.080651495
15769,573000,1070000,0.141115869,0.736202231,0,0.601144688,0.429508513,0.197711615,0.015500002,0.174610035,0.682068605,0.005371563,2.165547005,0.448071304,0.003191314,0.955319078,0.575741252,0.318340039,0.100217861,0,0,1.07542691
15770,581000,1070000,0.139083498,0.851407162,0,0.618057037,0.478918229,0.199170883,0.01590183,0.183814507,0.76838282,0,2.250382279,0.441318835,0.003220875,0.867996394,0.601801478,0.319975174,0.098408048,0,0,1.071467279
15771,589000,1070000,0.135955334,0.913572688,0,0.619578323,0.531520263,0.192120582,0.016354246,0.187044356,0.773781544,0,2.272981815,0.457101074,0.003258065,0.847423075,0.618573697,0.318033426,0.096560479,0,0,1.067040587
15772,597000,1070000,0.132425351,0.906166103,0,0.595056579,0.575104177,0.180700378,0.016886537,0.185801711,0.692607146,0,2.206494021,0.486435194,0.003302664,0.869771957,0.617678817,0.313411764,0.094888151,0,0,1.06042563
15773,605000,1070000,0.133817194,0.904613141,0,0.568546488,0.642485264,0.172578589,0.017733051,0.188167591,0.616594274,0,2.13527578,0.530420014,0.003355435,0.969144239,0.619879323,0.316818902,0.09667981,0,0,1.050179723
15774,613000,1070000,0.13540876,0.861314201,0,0.518578441,0.690479746,0.161400391,0.018598883,0.185364959,0.512666631,0,1.995574065,0.54723503,0.003407056,1.012362428,0.603045832,0.316416641,0.098025168,0,0,1.038339597
15775,621000,1070000,0.141678344,0.814423217,0,0.479925724,0.751853923,0.151560311,0.0196205,0.184738195,0.430854879,0,1.862272671,0.547952051,0.003462476,1.04109277,0.586511766,0.320296402,0.100805958,0,0,1.026625679
15776,629000,1070000,0.154270706,0.776047676,0.067284144,0.463062805,0.846050255,0.144288532,0.020867773,0.188624011,0.385500538,0,1.775023784,0.539600285,0.003523975,1.102821296,0.578547761,0.332543338,0.10531356,0,0,1.017448303
15777,637000,1070000,0.168223795,0.719803629,0.08097439,0.453277034,0.933227122,0.137519971,0.022139481,0.190301974,0.36080863,0,1.698803566,0.51209672,0.003590276,1.153613259,0.56786583,0.344742801,0.10823574,0,0,1.013267712
15778,645000,1070000,0.175642555,0.619261202,0.094785456,0.433920901,0.938551634,0.129634279,0.02316408,0.181897306,0.34140237,0,1.587308531,0.463126701,0.003658693,1.111211327,0.539474405,0.342821336,0.105427991,0,0,1.015414707
15779,653000,1070000,0.189882639,0.55607557,0.115940934,0.445651525,1.01213432,0.129075421,0.02468968,0.180301899,0.366749278,0,1.567410317,0.430875392,0.003740593,1.140388024,0.529827722,0.350622131,0.104501987,0,0,1.026889723
15780,661000,1070000,0.209859566,0.51015557,0.146328947,0.480789659,1.151948412,0.135334033,0.026632083,0.182460346,0.430750503,0,1.621515318,0.405959524,0.003830674,1.209785042,0.530448657,0.363110429,0.104008804,0,0,1.048817522
15781,669000,1070000,0.220843342,0.442091911,0.17548954,0.50064923,1.206826142,0.142847257,0.028178908,0.174356891,0.480753381,0,1.658168763,0.365770051,0.003912285,1.15887611,0.511998661,0.35770888,0.098004294,0,0,1.079482414
15782,677000,1070000,0.228977404,0.381739253,0.20895703,0.517657531,1.22911212,0.15470126,0.029510858,0.164505837,0.53249924,0,1.729561451,0.326362522,0.003990205,1.087944008,0.492945631,0.347681445,0.090672438,0,0,1.114519542
15783,685000,1070000,0.242048261,0.347421228,0.262454039,0.554254992,1.316626725,0.176009706,0.030939362,0.161399831,0.639893044,0,1.88328588,0.301313408,0.004073939,1.107035188,0.490075536,0.34742381,0.085564956,0,0,1.148578666
15784,693000,1070000,0.237006627,0.310531555,0.322675518,0.565932718,1.281683586,0.19760959,0.031385456,0.154840244,0.734122147,0,1.981851396,0.275340992,0.004150198,1.071757012,0.476218337,0.338449498,0.07797274,0,0,1.174713672
15785,701000,1070000,0.222797978,0.281088218,0.405683361,0.579939129,1.222629905,0.222513117,0.031133361,0.150151453,0.839001118,0,2.074007007,0.259206016,0.004228906,1.103661176,0.464509146,0.331363324,0.07141413,0,0,1.187026078
15786,709000,1070000,0.203705733,0.257020461,0.527381436,0.608530971,1.162652029,0.250390708,0.030331626,0.147159876,0.967754488,0,2.179070998,0.254062585,0.004312808,1.260853558,0.457518171,0.328090329,0.066917039,0,0,1.188699618
15787,717000,1070000,0.17416689,0.225692909,0.646425639,0.618074866,1.008178669,0.267972522,0.028704936,0.138556364,1.005573907,0,2.214681203,0.251584247,0.004394808,1.405187149,0.44009951,0.316160963,0.062719426,0,0,1.187354822
15788,725000,1070000,0.147046036,0.198535867,0.760647163,0.624600482,0.86213537,0.276656882,0.026954496,0.130033047,1.004387117,0,2.238455601,0.259446026,0.004482668,1.547337371,0.425829133,0.3035362,0.060650098,0,0,1.194125819
15789,733000,1070000,0.127546543,0.180350463,0.873434268,0.640927131,0.778589669,0.279492765,0.025489773,0.125010879,1.01149195,0,2.283113224,0.282808176,0.004580401,1.70969109,0.422056065,0.294349386,0.061481603,0,0,1.219124853
15790,741000,1070000,0.115373322,0.172018201,0.971416336,0.669125643,0.764024965,0.279931053,0.024516696,0.124811959,1.020772411,0,2.353498233,0.320673851,0.004689951,1.882432382,0.427865176,0.290737313,0.065232781,0,0,1.263889133
