cell,x,y,Ash,Basswood,Beech,Birch,Cedar.juniper,Cherry,Elm,Fir,Hemlock,Hickory,Maple,Oak,Other.hardwood,Pine,Poplar,Spruce,Tamarack,Tulip.poplar,Walnut,Total
6836,149000,1310000,4.761724936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.61971023,NA,NA,29.91634046,NA,NA,NA,NA,21.43259187
6837,157000,1310000,14.66846979,NA,NA,10.8274613,NA,NA,NA,2.132030043,NA,NA,4.13116737,NA,NA,NA,2.159874901,NA,NA,NA,NA,8.487847784
6838,165000,1310000,5.389679122,NA,NA,NA,67.37380731,NA,4.863963154,NA,NA,NA,NA,NA,NA,NA,11.67754032,NA,NA,NA,NA,18.93893381
6839,173000,1310000,NA,NA,NA,NA,NA,NA,2.639480431,2.197942302,NA,NA,NA,NA,NA,NA,7.266419009,NA,NA,NA,NA,4.034613914
6840,181000,1310000,14.1301956,53.97821107,NA,3.599044091,16.75904021,NA,NA,NA,NA,NA,31.09520696,NA,NA,NA,2.496133885,NA,NA,NA,NA,20.34297197
6841,189000,1310000,27.00105521,17.50493234,NA,3.05718097,NA,NA,NA,2.693363415,NA,NA,5.035013975,NA,NA,NA,9.529440278,NA,NA,NA,NA,12.10713192
6842,197000,1310000,31.23929731,NA,NA,NA,51.37728336,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.58082727,NA,NA,NA,NA,27.07181249
6843,205000,1310000,20.76541409,2.954968223,NA,2.887814884,NA,NA,NA,4.336981695,NA,NA,6.596273593,NA,NA,NA,8.944481283,4.460781251,NA,NA,NA,7.815946253
6844,213000,1310000,47.15000286,2.345029148,NA,11.12013261,61.94139983,NA,NA,6.999986922,NA,NA,3.744135423,NA,NA,NA,14.28560307,16.92033958,NA,NA,NA,25.50891082
6845,221000,1310000,3.650913149,20.410589,NA,5.066333317,NA,NA,NA,25.38487145,NA,NA,NA,NA,NA,NA,39.42833406,8.64779314,NA,NA,NA,17.09813902
6846,229000,1310000,17.26828319,19.7306836,NA,NA,3.455153492,NA,NA,4.253941372,NA,NA,NA,4.303655859,NA,NA,11.88106685,4.304878453,NA,NA,NA,9.326345236
6847,237000,1310000,27.51309151,NA,NA,NA,10.68329611,NA,NA,2.668593357,NA,NA,5.411213959,NA,NA,NA,23.00136207,6.494899767,NA,NA,NA,11.39670751
6848,245000,1310000,10.06225511,5.942741133,NA,NA,17.45970221,NA,NA,7.235218512,NA,NA,4.43648134,4.041068092,NA,NA,21.26452538,7.783686801,NA,NA,NA,10.6785759
6849,253000,1310000,12.5372791,NA,NA,2.971801547,48.06988293,NA,NA,8.702838246,NA,NA,NA,NA,NA,NA,63.92562508,4.63697002,2.288658919,NA,NA,23.90036735
6850,261000,1310000,NA,NA,NA,NA,39.35519236,NA,NA,22.28462743,NA,NA,NA,NA,NA,37.9443361,13.39663402,7.462027025,NA,NA,NA,24.08856339
6851,269000,1310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.92216353,9.329135341,7.148564078,NA,NA,14.93224957
6852,277000,1310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.34074078,3.359540434,NA,NA,NA,27.68660722
6853,285000,1310000,30.51393627,NA,NA,7.876553751,17.02029531,NA,NA,3.336509841,NA,NA,NA,NA,NA,25.88993142,31.82122605,NA,NA,NA,NA,20.01295747
6854,293000,1310000,NA,NA,NA,NA,8.627975176,NA,NA,NA,NA,NA,7.773574312,NA,NA,12.94547537,98.28139909,18.89913167,21.82338392,NA,NA,28.05848992
6855,301000,1310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.54320247,NA,NA,67.74359353,73.78495117,2.825812305,NA,NA,NA,35.88815239
6856,309000,1310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99926864,NA,NA,32.1894817,NA,NA,NA,NA,NA,11.0468219
6857,317000,1310000,NA,NA,NA,NA,NA,NA,NA,7.496324828,NA,NA,NA,NA,NA,80.1151669,5.130798507,5.279688578,NA,NA,NA,32.85500818
6858,325000,1310000,NA,NA,NA,27.20412909,NA,NA,NA,4.901112939,NA,NA,23.7388211,NA,NA,115.137082,NA,NA,NA,NA,NA,39.63705484
6859,333000,1310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.476862002,NA,NA,NA,2.476862002
6860,341000,1310000,NA,NA,NA,5.943603093,NA,NA,NA,NA,NA,NA,9.627896154,NA,NA,39.7202035,2.566794969,NA,NA,NA,NA,19.51574024
6861,349000,1310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.06565564,NA,9.604416001,NA,NA,NA,24.42482921
6862,357000,1310000,NA,NA,NA,3.232142465,NA,NA,NA,2.693363415,NA,NA,12.41334418,NA,NA,9.225095052,14.06285935,8.66986746,NA,NA,NA,9.333964408
6863,365000,1310000,NA,NA,NA,3.889262263,NA,NA,NA,2.83190006,NA,NA,NA,NA,NA,18.08988164,23.08833777,NA,NA,NA,NA,11.47019391
6864,373000,1310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.609237541,NA,NA,28.77186664,15.87927818,NA,NA,NA,NA,17.75346079
6865,381000,1310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.112096032,NA,NA,NA,7.112096032
6866,389000,1310000,NA,NA,NA,2.887814884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6870,421000,1310000,NA,NA,NA,NA,5.309729564,NA,NA,NA,NA,NA,NA,NA,NA,1.802202801,NA,NA,NA,NA,NA,3.555966182
6871,429000,1310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6872,437000,1310000,NA,NA,NA,4.402070562,NA,NA,NA,4.410662379,NA,NA,NA,NA,NA,16.33138002,3.542436385,5.033928011,NA,NA,NA,5.953368018
6874,453000,1310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7116,21000,1302000,8.238258625,NA,NA,NA,NA,NA,5.086563869,NA,NA,NA,NA,NA,NA,NA,4.717606513,NA,NA,NA,NA,6.014143002
7117,29000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.489654886,159.5487173,NA,NA,NA,NA,NA,NA,NA,81.01918609
7118,37000,1302000,7.913011851,23.83959004,NA,NA,NA,NA,2.79456528,NA,NA,NA,21.3375439,27.3663662,NA,NA,3.701351442,NA,NA,NA,NA,16.03731967
7120,53000,1302000,NA,NA,NA,NA,NA,NA,2.345029148,NA,NA,NA,NA,69.7559746,NA,NA,NA,NA,NA,NA,NA,36.05050187
7123,77000,1302000,33.33249458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.46736877,NA,NA,NA,NA,21.89993167
7125,93000,1302000,NA,20.41782588,NA,16.26710554,NA,NA,2.489654886,NA,NA,NA,34.3805459,6.018365915,NA,NA,41.79189139,NA,NA,NA,NA,20.22756492
7126,101000,1302000,NA,20.75199786,NA,NA,NA,NA,NA,NA,NA,NA,4.622238768,16.13941597,NA,3.742427133,53.04691799,NA,NA,NA,NA,19.66059954
7127,109000,1302000,41.70349518,NA,NA,NA,NA,NA,NA,2.846059041,NA,NA,NA,27.21616517,NA,NA,11.24540935,NA,NA,NA,NA,22.04545878
7128,117000,1302000,10.64318339,NA,NA,41.84117195,NA,NA,NA,7.819350504,NA,NA,4.443027459,20.93295954,NA,NA,6.168709146,16.12183709,NA,NA,NA,14.55386191
7129,125000,1302000,9.354022559,NA,NA,NA,74.54882354,NA,2.489654886,NA,NA,NA,3.55909143,4.849297265,NA,NA,3.165475754,NA,NA,NA,NA,13.81073297
7130,133000,1302000,NA,NA,NA,NA,NA,NA,2.639480431,2.197942302,NA,NA,NA,NA,NA,NA,7.397496154,8.052299821,NA,NA,NA,5.071804677
7131,141000,1302000,107.4834873,42.79104149,NA,2.805905037,30.44051006,NA,4.231495087,2.473677342,NA,NA,NA,33.94197892,NA,NA,19.70179697,13.10275879,5.062601481,NA,NA,26.27493677
7132,149000,1302000,3.650913149,NA,NA,NA,2.231610005,NA,NA,NA,NA,NA,4.6913432,NA,NA,NA,NA,NA,NA,NA,NA,3.524622118
7133,157000,1302000,10.67446814,NA,NA,NA,4.14001482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.496317033
7134,165000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.71950701,NA,NA,NA,NA,10.71950701
7135,173000,1302000,41.26524195,15.94582042,NA,2.887814884,7.929822924,NA,NA,2.846059041,NA,NA,NA,NA,NA,NA,11.91640709,13.86893575,NA,NA,NA,13.57206364
7136,181000,1302000,NA,NA,NA,NA,NA,NA,NA,4.155971573,NA,NA,NA,NA,NA,NA,18.7244761,12.90303496,5.856663457,NA,NA,10.29684987
7137,189000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0201621,NA,NA,NA,NA,30.0201621
7138,197000,1302000,6.287157978,NA,NA,10.40520764,NA,NA,2.79456528,4.351586753,NA,NA,NA,NA,NA,NA,61.67214033,NA,9.41882164,NA,NA,21.7561557
7139,205000,1302000,54.97214262,NA,NA,NA,NA,NA,2.416695788,14.54808234,NA,NA,NA,NA,NA,NA,41.99186593,NA,NA,NA,NA,28.48219667
7140,213000,1302000,17.4250707,6.814936155,NA,NA,45.42888208,NA,NA,NA,NA,NA,NA,16.14804429,NA,NA,17.12594646,NA,NA,NA,NA,22.86534737
7141,221000,1302000,9.511249573,NA,NA,NA,4.416575935,NA,2.716361752,NA,NA,NA,NA,NA,NA,NA,7.688602916,6.976308842,5.741825528,NA,NA,6.384184648
7142,229000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7143,237000,1302000,2.416695788,NA,NA,4.695068976,21.88655341,NA,2.274647412,6.505231205,NA,NA,NA,NA,NA,NA,5.789740019,12.17990731,NA,NA,NA,7.841256041
7144,245000,1302000,25.08217225,NA,NA,7.424762386,35.65812203,NA,NA,2.265056151,NA,NA,NA,NA,NA,31.01631976,8.76947868,NA,NA,NA,NA,16.80581052
7145,253000,1302000,25.61494131,NA,NA,3.05718097,60.89874326,NA,NA,8.659699814,NA,NA,NA,NA,NA,12.83147129,NA,7.580535754,3.527851867,NA,NA,21.18330036
7146,261000,1302000,21.36587657,NA,NA,NA,4.745641095,NA,NA,2.618893857,NA,NA,NA,NA,NA,NA,10.45624269,NA,1.803872142,NA,NA,9.586006288
7147,269000,1302000,2.639480431,NA,NA,17.53391105,27.06956684,NA,NA,7.002462148,NA,NA,NA,NA,NA,NA,39.8722967,6.567130097,NA,NA,NA,15.07821632
7148,277000,1302000,NA,NA,NA,NA,NA,NA,NA,16.90078782,NA,NA,NA,NA,NA,NA,44.12012845,7.56102069,NA,NA,NA,28.17551635
7149,285000,1302000,3.291960134,NA,NA,5.124319456,2.524915473,NA,NA,3.436572853,NA,NA,10.95325122,NA,NA,21.39590191,5.735539525,3.500128917,13.97259993,NA,NA,7.264596436
7150,293000,1302000,NA,NA,NA,4.727468995,NA,NA,NA,NA,NA,NA,5.497503114,NA,NA,NA,NA,36.20006062,NA,NA,NA,15.47501091
7151,301000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.716361752,NA,NA,NA,NA,NA,NA,NA,NA,2.716361752
7152,309000,1302000,10.05469334,NA,NA,12.43043932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.84660867
7153,317000,1302000,NA,NA,NA,16.23763731,NA,NA,NA,NA,NA,NA,16.40940803,4.609500346,NA,NA,NA,13.46650537,NA,NA,NA,12.68076277
7154,325000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.958318224,NA,NA,NA,32.36656729,8.666565832,NA,NA,NA,15.66381711
7155,333000,1302000,NA,NA,NA,7.247761396,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.02605413,11.60042225,13.78079862,NA,NA,NA,12.25109173
7156,341000,1302000,NA,NA,NA,6.036896825,NA,NA,NA,NA,NA,NA,2.416695788,NA,NA,40.72606538,NA,3.56208988,NA,NA,NA,16.17165052
7157,349000,1302000,NA,NA,NA,3.694341215,NA,NA,NA,NA,NA,NA,4.43648134,4.041068092,NA,9.021521799,57.30393636,NA,NA,NA,NA,13.79148463
7158,357000,1302000,NA,NA,NA,8.760892015,NA,NA,NA,6.133313498,NA,NA,14.33875483,NA,NA,40.28621802,5.569561611,NA,NA,NA,NA,13.44305026
7159,365000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.02720478,NA,NA,13.48070212,NA,12.29186105,NA,NA,NA,12.91446622
7160,373000,1302000,NA,NA,NA,14.99940793,NA,NA,NA,2.402916704,NA,NA,NA,NA,NA,32.38110502,59.18241615,NA,NA,NA,NA,27.24146145
7161,381000,1302000,12.20956343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.20956343
7162,389000,1302000,34.79136912,NA,NA,5.066333317,NA,NA,NA,3.964104753,NA,NA,NA,NA,NA,14.24547644,9.993780745,NA,NA,NA,NA,13.61221287
7164,405000,1302000,22.7317048,NA,NA,16.67606498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.757635338,NA,NA,NA,15.05513504
7165,413000,1302000,NA,NA,NA,17.63871213,13.82212115,NA,NA,NA,NA,NA,2.563913947,NA,NA,26.26128275,8.495526861,3.047875098,NA,NA,NA,12.78116344
7166,421000,1302000,NA,NA,NA,31.06061619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.06061619
7167,429000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.278314,NA,7.181598071,NA,NA,NA,12.22995603
7168,437000,1302000,4.974519763,NA,NA,NA,NA,NA,NA,3.686393156,NA,NA,7.36495094,NA,NA,11.65045885,19.52547053,3.286598894,NA,NA,NA,7.634672085
7169,445000,1302000,NA,NA,NA,54.30550449,NA,NA,NA,2.402916704,NA,NA,NA,NA,NA,NA,5.076680729,4.977444669,NA,NA,NA,16.69063665
7170,453000,1302000,NA,NA,NA,44.33514611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.33514611
7171,461000,1302000,NA,NA,NA,3.232142465,33.73032707,NA,NA,NA,NA,NA,NA,NA,NA,13.87734203,NA,NA,NA,NA,NA,16.94660386
7172,469000,1302000,NA,NA,NA,12.62472454,14.55978403,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.78829795,NA,NA,NA,NA,23.32426884
7173,477000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.97291421,NA,NA,NA,NA,NA,15.97291421
7174,485000,1302000,NA,NA,NA,50.34939191,32.25074155,NA,NA,NA,NA,NA,NA,NA,NA,21.98253146,13.89949855,8.241759037,NA,NA,NA,32.48895805
7175,493000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7188,597000,1302000,NA,NA,NA,NA,33.94314145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.578531,NA,NA,NA,NA
7189,605000,1302000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7190,613000,1302000,NA,NA,NA,20.55033649,8.680657281,NA,NA,4.155971573,NA,NA,NA,NA,NA,NA,NA,59.35474351,NA,NA,NA,NA
7412,21000,1294000,26.89580219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.777693,NA,NA,NA,NA,NA,NA,NA,67.8367476
7414,37000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7415,45000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.63067986,NA,NA,NA,NA,NA,NA,NA,NA,42.63067986
7416,53000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7417,61000,1294000,11.88943,NA,NA,NA,NA,NA,2.20554298,NA,NA,NA,NA,8.47415009,NA,NA,20.29244087,NA,NA,NA,NA,10.71539098
7418,69000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.21775974,NA,NA,NA,NA,NA,NA,NA,80.21775974
7419,77000,1294000,12.77491551,NA,NA,2.72399519,NA,NA,3.291960134,NA,NA,NA,11.13747495,NA,NA,NA,22.87719319,NA,NA,NA,NA,10.5611078
7420,85000,1294000,26.09631865,17.31480077,NA,18.55545535,NA,NA,6.596273593,8.718901317,NA,NA,31.12999728,65.07225412,NA,NA,37.30374148,NA,NA,NA,NA,26.94651021
7421,93000,1294000,2.563913947,7.940654671,NA,NA,NA,NA,NA,NA,NA,NA,2.954968223,12.53800228,NA,NA,16.42808844,NA,NA,NA,NA,10.1988169
7422,101000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7423,109000,1294000,NA,23.8110047,NA,7.390228108,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.45755842,NA,NA,NA,NA,NA,14.21959708
7424,117000,1294000,8.542426561,NA,NA,22.48352408,NA,NA,NA,17.11127315,NA,NA,2.954968223,NA,NA,36.65454176,25.59760885,NA,NA,NA,NA,19.50665308
7425,125000,1294000,13.01374239,40.92442709,NA,20.8029558,36.62280762,NA,2.274647412,8.630461631,NA,NA,56.60188545,4.15123777,NA,9.953752578,NA,16.54182136,NA,NA,NA,18.40075367
7426,133000,1294000,20.10963943,7.417222925,NA,8.432647219,58.44578803,NA,NA,2.067312297,NA,NA,NA,NA,NA,NA,40.87502842,NA,NA,NA,NA,20.60931258
7427,141000,1294000,30.55774241,33.32588474,NA,NA,6.110200109,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.81485461,NA,NA,NA,NA,27.87328485
7428,149000,1294000,NA,31.54094429,NA,6.55930459,NA,NA,NA,5.393668994,NA,NA,11.21403357,11.10946689,NA,NA,38.13526682,14.75218717,4.383718598,NA,NA,17.70267768
7429,157000,1294000,25.10274537,12.86027149,NA,3.889262263,51.60314653,NA,NA,5.891161418,NA,NA,5.431685667,26.18754154,NA,NA,5.913420107,6.968151652,NA,NA,NA,14.14815535
7430,165000,1294000,NA,NA,NA,11.30105913,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.35684952,9.682794923,6.84747184,NA,NA,NA,10.54704385
7431,173000,1294000,40.8248565,17.73557177,NA,3.412747648,41.99489345,NA,NA,7.854833968,NA,NA,NA,5.304798078,NA,NA,34.20214022,15.0215433,8.432422787,NA,NA,21.47389691
7432,181000,1294000,20.99723581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.441435067,NA,NA,NA,NA,5.984319169,NA,NA,11.14099668
7433,189000,1294000,NA,NA,NA,NA,27.07060583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.065262683,NA,NA,14.56793425
7434,197000,1294000,NA,55.16866406,NA,12.89637327,15.30886563,NA,NA,NA,NA,NA,27.68402789,NA,NA,NA,3.857001038,NA,8.768000593,NA,NA,19.28758297
7435,205000,1294000,2.20554298,NA,NA,NA,NA,NA,3.037182163,3.550000206,NA,NA,NA,NA,NA,55.75557375,31.6034569,15.12279519,NA,NA,NA,19.78127391
7436,213000,1294000,5.294119912,NA,NA,4.727468995,NA,NA,3.604496151,10.50007765,NA,NA,NA,NA,NA,NA,18.48104517,NA,NA,NA,NA,7.35797485
7437,221000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.31831247,53.20306743,12.0330553,NA,NA,NA,28.35811159
7438,229000,1294000,NA,NA,NA,NA,55.22608329,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.54871961,4.491359889,NA,NA,NA,24.75538759
7439,237000,1294000,NA,NA,NA,NA,17.56518303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.56518303
7440,245000,1294000,44.36805798,NA,NA,NA,7.467218027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.455153492,NA,NA,15.68941188
7441,253000,1294000,26.06242949,NA,NA,9.099848449,NA,NA,NA,28.72602562,NA,NA,NA,NA,NA,14.58766205,50.98709004,35.11557635,NA,NA,NA,23.53326781
7442,261000,1294000,40.97905179,NA,NA,6.92648368,27.24963628,NA,NA,2.402916704,NA,NA,NA,NA,NA,11.97916022,10.16753057,NA,2.405170433,NA,NA,13.6050012
7443,269000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7444,277000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.310622712,NA,NA,6.310622712
7445,285000,1294000,NA,NA,NA,NA,NA,NA,NA,4.89768901,NA,NA,NA,NA,NA,NA,48.35610735,NA,NA,NA,NA,26.62689818
7446,293000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84343831,1.75395035,NA,NA,11.14694233
7447,301000,1294000,24.98627574,NA,NA,NA,19.66492608,NA,NA,NA,NA,NA,NA,NA,NA,8.833254918,NA,20.05189727,7.318524671,NA,NA,16.17097574
7448,309000,1294000,NA,NA,NA,4.617513864,2.586006225,NA,NA,NA,NA,NA,5.431685667,NA,NA,6.031294648,5.026054727,NA,11.48973432,NA,NA,5.744049168
7449,317000,1294000,NA,NA,NA,NA,75.04563352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.04563352
7451,333000,1294000,9.744617757,NA,NA,NA,67.74339821,NA,NA,NA,NA,NA,NA,NA,NA,77.19290085,29.45755537,2.344594012,NA,NA,NA,37.29661324
7452,341000,1294000,NA,NA,NA,4.617513864,NA,NA,NA,NA,NA,NA,2.489654886,NA,NA,NA,5.885429641,14.47379096,5.785722711,NA,NA,6.650422412
7453,349000,1294000,22.13019413,NA,NA,NA,44.05791059,NA,NA,NA,NA,NA,10.06406509,NA,NA,35.31172696,NA,6.651665431,NA,NA,NA,24.1321626
7454,357000,1294000,NA,NA,NA,NA,NA,NA,NA,2.924298551,NA,NA,NA,NA,NA,44.2219443,NA,NA,NA,NA,NA,23.57312143
7455,365000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7456,373000,1294000,NA,NA,NA,4.089990573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.922482531,NA,NA,NA,7.006236552
7457,381000,1294000,3.934809168,NA,NA,11.01051026,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.23484118,NA,8.578833977,NA,NA,NA,12.76211162
7458,389000,1294000,NA,NA,NA,15.81554551,NA,NA,NA,NA,NA,NA,3.037182163,NA,NA,38.68926752,42.36223602,9.141179021,NA,NA,NA,28.76181203
7459,397000,1294000,NA,NA,NA,14.17475814,NA,NA,NA,7.95195784,NA,NA,NA,NA,NA,27.74551749,10.81126929,17.8423267,NA,NA,NA,17.28605397
7460,405000,1294000,NA,NA,NA,3.889262263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.496133885,14.0493041,NA,NA,NA,6.811566748
7461,413000,1294000,NA,NA,NA,4.727468995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.728275208,7.840925859,NA,NA,NA,7.506236318
7462,421000,1294000,NA,NA,NA,6.613257453,NA,NA,NA,16.11108275,NA,NA,4.863963154,NA,NA,8.126718074,9.689811701,7.192073006,NA,NA,NA,8.489462152
7463,429000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.34505767,15.35266027,NA,NA,16.34885897
7464,437000,1294000,NA,NA,NA,2.72399519,NA,NA,NA,2.402916704,NA,NA,NA,NA,NA,36.52810799,55.04852002,5.938942587,NA,NA,NA,20.75410772
7465,445000,1294000,NA,NA,NA,5.066333317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.372425936,NA,NA,NA,4.719379627
7466,453000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7467,461000,1294000,NA,NA,NA,10.48519035,90.41579164,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.47841488,5.122575884,NA,NA,NA,29.92490973
7468,469000,1294000,21.16326438,NA,NA,22.85384136,NA,NA,NA,4.264060085,NA,NA,NA,NA,NA,4.289091358,13.72677495,15.27171881,NA,NA,NA,13.85575607
7469,477000,1294000,NA,NA,NA,7.351885748,NA,NA,NA,8.552330254,NA,NA,NA,NA,NA,71.25755695,47.78851673,7.198893956,12.99762241,NA,NA,24.42250047
7470,485000,1294000,NA,NA,NA,6.55930459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55930459
7471,493000,1294000,19.65050095,NA,NA,18.04806281,NA,NA,NA,6.257703646,NA,NA,NA,NA,NA,NA,27.42420298,5.83605038,NA,NA,NA,16.42423536
7472,501000,1294000,12.36565623,NA,NA,NA,101.418136,NA,NA,24.9492655,NA,NA,NA,NA,NA,NA,39.96179345,6.378185783,NA,NA,NA,NA
7473,509000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.30351465,8.517562728,NA,NA,NA,NA
7474,517000,1294000,8.835747687,NA,NA,8.126703006,NA,NA,NA,2.197942302,NA,NA,NA,NA,NA,NA,6.187738829,NA,NA,NA,NA,NA
7475,525000,1294000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7483,589000,1294000,NA,NA,NA,9.468403879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.18023117,3.687476432,NA,NA,NA,NA
7484,597000,1294000,NA,NA,NA,13.62235157,56.75085259,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.19999785,3.603709816,NA,NA,NA,50.85462704
7485,605000,1294000,NA,NA,NA,8.903845445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.08803235,14.67349857,NA,NA,NA,NA
7713,61000,1286000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.99357515,NA,NA,NA,NA,NA,NA,NA,43.99357515
7714,69000,1286000,3.000118129,11.83438669,NA,NA,NA,NA,NA,NA,NA,NA,3.650913149,5.128964333,NA,26.42062871,6.213980592,NA,NA,NA,NA,7.843561629
7715,77000,1286000,NA,39.3231674,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.33662084,NA,NA,2.159874901,NA,NA,NA,NA,19.27322105
7716,85000,1286000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.13507518,33.16870552,NA,NA,63.11488223,NA,NA,NA,NA,43.47288765
7717,93000,1286000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7718,101000,1286000,NA,20.99285352,NA,10.05441776,NA,NA,NA,8.292318822,NA,NA,NA,20.69758768,NA,NA,36.75781533,4.397554518,NA,NA,NA,15.64069521
7719,109000,1286000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
