cell,x,y,Ash,Basswood,Beech,Birch,Cedar.juniper,Cherry,Elm,Fir,Hemlock,Hickory,Maple,Oak,Other.hardwood,Pine,Poplar,Spruce,Tamarack,Tulip.poplar,Walnut,Total
28550,997000,726000,NA,65.81370251,3.41632902,11.24492152,NA,4.510239568,3.838765144,NA,NA,NA,19.03815981,50.25294871,NA,NA,6.508367483,NA,NA,NA,NA,20.80580861
28551,1005000,726000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28552,1013000,726000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28555,1037000,726000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28556,1045000,726000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.48547178,NA,NA,NA,NA,NA,NA,NA,NA,39.48547178
28558,1061000,726000,3.744135423,NA,NA,NA,NA,NA,NA,NA,NA,18.19765746,NA,64.69410871,NA,NA,NA,NA,NA,NA,NA,28.87863387
28767,365000,718000,19.91806205,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20554298,173.3036518,NA,NA,NA,NA,NA,NA,NA,65.14241896
28768,373000,718000,NA,NA,NA,NA,NA,NA,8.129365556,NA,NA,18.19765746,13.46787426,112.7174913,10.7478639,NA,NA,NA,NA,NA,NA,26.11271057
28769,381000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28772,405000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0177546,NA,NA,NA,NA,NA,NA,18.16812765,97.09294113
28773,413000,718000,4.13116737,NA,NA,NA,3.827112391,NA,12.32040611,NA,NA,NA,NA,36.78940378,NA,NA,NA,NA,NA,NA,NA,14.26702241
28778,453000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28779,461000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.6796464,16.3631458,NA,NA,NA,NA,NA,29.66268682,53.90182634
28780,469000,718000,80.5109632,57.02769425,NA,NA,NA,8.08863907,NA,NA,NA,18.98060787,22.67181227,3.318172383,NA,NA,NA,NA,NA,NA,4.032274314,24.530071
28781,477000,718000,NA,NA,NA,NA,NA,NA,2.716361752,NA,NA,NA,NA,31.31590924,NA,18.57871202,NA,NA,NA,NA,43.57797544,25.50097354
28782,485000,718000,53.56052587,NA,NA,NA,NA,31.28509994,NA,NA,NA,NA,11.27041819,NA,NA,NA,NA,NA,NA,NA,NA,32.03868134
28783,493000,718000,NA,NA,NA,NA,NA,8.292234848,NA,NA,NA,NA,NA,3.82594544,NA,NA,NA,NA,NA,NA,NA,6.059090144
28785,509000,718000,NA,NA,NA,NA,NA,NA,3.205670979,NA,NA,NA,17.43819615,270.006253,NA,NA,NA,NA,NA,NA,NA,96.88337336
28786,517000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28788,533000,718000,49.07899351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.07899351
28790,549000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28791,557000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.413849166,NA,NA,NA,NA,NA,3.413849166
28793,573000,718000,NA,NA,NA,NA,NA,11.64011077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.64011077
28794,581000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.338879129,NA,82.93704888,NA,NA,NA,NA,NA,NA,NA,45.137964
28795,589000,718000,2.20554298,NA,NA,NA,NA,NA,2.20554298,NA,NA,NA,NA,6.732932289,NA,NA,9.208345684,NA,NA,NA,NA,5.088090983
28797,605000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28798,613000,718000,20.69751491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.69751491
28816,757000,718000,NA,NA,NA,12.78790895,NA,NA,NA,NA,7.298003312,NA,158.9289157,NA,NA,NA,NA,NA,NA,NA,NA,59.67160932
28818,773000,718000,14.47231322,NA,NA,NA,NA,3.934809168,NA,NA,NA,NA,NA,26.94418819,NA,NA,131.8137169,NA,NA,NA,NA,40.82184313
28820,789000,718000,9.825662897,6.000236259,NA,NA,NA,NA,NA,NA,NA,NA,9.993650189,26.23650468,NA,NA,20.74570409,NA,NA,NA,NA,14.56035162
28821,797000,718000,5.790425895,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.639480431,NA,NA,NA,NA,NA,NA,NA,NA,4.214953163
28823,813000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.126894905,NA,NA,8.479913014,NA,NA,NA,NA,5.80340396
28824,821000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.98026046,49.681227,52.58787764,NA,NA,NA,NA,NA,NA,NA,49.74978837
28825,829000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28826,837000,718000,27.41777576,NA,NA,NA,NA,14.33875483,3.650913149,NA,NA,NA,28.01028285,NA,NA,NA,NA,NA,NA,NA,NA,18.35443165
28828,853000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28834,901000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28835,909000,718000,NA,NA,NA,NA,NA,4.647286419,NA,NA,NA,NA,NA,NA,8.783803739,NA,NA,NA,NA,NA,NA,6.715545079
28844,981000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.89182233,NA,NA,NA,NA,NA,NA,NA,NA,79.89182233
28847,1005000,718000,NA,NA,11.64141251,NA,NA,NA,NA,NA,NA,67.57212609,55.19107853,9.524661719,NA,NA,NA,NA,NA,NA,NA,35.98231971
28849,1021000,718000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28851,1037000,718000,NA,18.45953709,64.78561323,NA,NA,20.16009156,NA,NA,NA,NA,53.26988043,NA,NA,NA,3.17386152,NA,NA,NA,NA,33.08262876
28853,1053000,718000,15.19132311,NA,NA,NA,NA,32.42942147,10.60460565,NA,NA,NA,7.757585586,209.5857425,NA,17.11909609,NA,NA,NA,NA,NA,38.88124571
28854,1061000,718000,31.26566447,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.20182478,57.54992574,NA,NA,19.46798175,NA,NA,NA,NA,28.75336224
29064,373000,710000,17.67182208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.67182208
29065,381000,710000,3.55909143,NA,NA,NA,2.710635357,25.9231578,18.25594009,NA,NA,NA,44.2187137,62.82589873,6.54944196,NA,NA,NA,NA,NA,23.85434742,26.6821341
29066,389000,710000,10.39609519,31.85875416,NA,NA,NA,NA,NA,NA,NA,NA,27.16159715,48.80158383,NA,NA,NA,NA,NA,NA,24.49475727,28.9923131
29067,397000,710000,NA,NA,NA,NA,6.310622712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.41879402,18.36470837
29068,405000,710000,NA,3.205670979,NA,NA,NA,15.9116332,8.601150145,NA,NA,11.43859607,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.830140117
29072,437000,710000,NA,NA,NA,NA,NA,5.480318391,NA,NA,NA,NA,6.729374448,20.39305404,NA,NA,NA,NA,NA,NA,NA,9.285975022
29073,445000,710000,NA,17.68937669,NA,NA,NA,NA,80.1211976,NA,NA,NA,66.51103242,NA,NA,NA,NA,NA,NA,NA,84.04444202,62.09151218
29074,453000,710000,NA,NA,NA,NA,NA,NA,2.874098343,NA,NA,NA,NA,4.263157535,NA,NA,NA,NA,NA,NA,18.16812765,8.435127843
29075,461000,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29076,469000,710000,NA,NA,NA,NA,NA,NA,31.28260175,NA,NA,15.69783389,NA,NA,NA,NA,NA,NA,NA,NA,3.379621906,16.78668585
29077,477000,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.34150147,NA,NA,NA,NA,NA,NA,NA,NA,25.02096087,23.68123117
29079,493000,710000,NA,NA,NA,NA,NA,NA,4.43648134,NA,NA,NA,4.231495087,88.72147434,NA,NA,NA,NA,NA,NA,30.79994692,32.04734942
29081,509000,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29082,517000,710000,NA,NA,NA,NA,10.83098996,4.647286419,2.79456528,NA,NA,13.20628449,NA,81.95543687,NA,51.59980893,NA,NA,NA,NA,NA,32.52451166
29083,525000,710000,2.874098343,NA,NA,NA,NA,18.20500035,2.79456528,NA,NA,NA,NA,29.37197019,NA,NA,11.12756335,NA,NA,NA,NA,15.62419462
29085,541000,710000,NA,NA,NA,NA,NA,NA,2.489654886,NA,NA,NA,NA,NA,NA,NA,9.377506243,NA,NA,NA,NA,5.933580564
29087,557000,710000,NA,NA,NA,NA,NA,12.27700298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.27700298
29088,565000,710000,NA,NA,NA,NA,NA,9.825662897,2.345029148,NA,NA,NA,2.20554298,75.57549574,NA,76.70109286,NA,NA,NA,NA,NA,33.33056473
29090,581000,710000,NA,21.57762612,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.7740322,NA,NA,NA,NA,NA,NA,NA,64.17582918
29091,589000,710000,19.44026742,NA,NA,NA,NA,NA,9.101487444,NA,NA,4.492280574,6.942494273,NA,NA,NA,11.12751638,NA,NA,NA,NA,9.592575402
29092,597000,710000,11.02004153,51.37999821,NA,NA,NA,NA,8.377849837,NA,NA,10.84270174,10.23340522,40.10039957,NA,NA,6.631347098,NA,NA,NA,7.140480146,16.43374784
29095,621000,710000,15.55823718,26.02043898,NA,NA,NA,NA,2.416695788,NA,NA,NA,NA,88.97480606,NA,NA,NA,NA,NA,NA,NA,33.2425445
29112,757000,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29113,765000,710000,NA,NA,NA,NA,NA,2.954968223,NA,NA,NA,NA,38.21770427,85.24829744,NA,7.756390831,NA,NA,NA,NA,NA,40.22748963
29115,781000,710000,29.40813066,NA,37.70427937,NA,NA,NA,NA,NA,NA,NA,37.85529039,3.033756349,NA,NA,9.077885209,NA,NA,16.06951829,NA,22.19147671
29116,789000,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.5021627,NA,NA,NA,NA,NA,NA,NA,NA,93.21068252
29118,805000,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5658588,NA,8.853204975,NA,NA,NA,NA,NA,NA,26.34096383
29120,821000,710000,18.36571017,NA,NA,NA,NA,NA,8.453931986,NA,NA,NA,224.3217309,NA,NA,NA,NA,NA,NA,NA,NA,83.71379103
29121,829000,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.19798084,NA,NA,NA,NA,NA,NA,NA,84.19798084
29122,837000,710000,NA,NA,NA,NA,NA,8.359012198,NA,NA,NA,NA,45.6514831,30.09478102,6.596273593,10.18641313,NA,NA,NA,NA,NA,19.90596518
29125,861000,710000,9.511770785,33.49652269,NA,NA,NA,NA,3.934809168,NA,NA,69.62440487,2.563913947,129.3070761,NA,NA,NA,NA,NA,NA,NA,41.40641626
29130,901000,710000,NA,NA,NA,NA,NA,2.874098343,NA,NA,NA,NA,32.98001395,111.570826,NA,NA,NA,NA,NA,NA,NA,49.1416461
29131,909000,710000,12.14398721,NA,NA,NA,NA,3.205670979,13.92345912,NA,NA,NA,5.66932208,NA,5.66932208,NA,30.32325791,NA,NA,NA,NA,11.84513959
29133,925000,710000,NA,NA,76.17709382,NA,NA,7.940654671,NA,NA,NA,NA,18.89321304,13.0361623,NA,NA,9.377506243,NA,NA,NA,NA,25.08492601
29134,933000,710000,NA,20.05631111,NA,NA,NA,NA,NA,NA,NA,NA,7.454011543,9.166447024,NA,NA,31.53323635,NA,NA,NA,NA,17.05250151
29139,973000,710000,11.26361752,3.205670979,4.609500346,NA,NA,NA,4.231495087,NA,NA,22.30216734,55.40306788,44.6780945,NA,NA,6.881329041,NA,NA,NA,NA,19.07186784
29140,981000,710000,NA,NA,NA,NA,NA,3.55909143,22.84654924,NA,NA,NA,35.89871319,NA,NA,NA,NA,NA,NA,NA,NA,18.73329351
29141,989000,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29142,997000,710000,9.680911481,3.468663338,NA,NA,8.161359109,NA,NA,NA,NA,NA,6.419051899,NA,NA,NA,NA,NA,NA,NA,NA,8.012523151
29143,1005000,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29144,1013000,710000,NA,NA,NA,NA,NA,6.241494723,NA,NA,NA,NA,10.51701398,NA,NA,NA,NA,NA,NA,NA,NA,8.379254353
29149,1053000,710000,57.01162453,2.716361752,NA,3.143959257,NA,4.13116737,8.747708239,NA,NA,NA,13.40678673,12.43401701,NA,NA,39.21206402,NA,NA,NA,NA,20.00175033
29150,1061000,710000,NA,NA,NA,NA,NA,NA,6.162955189,NA,NA,NA,52.81720398,NA,NA,NA,2.159874901,NA,NA,NA,NA,20.38001136
29363,397000,702000,NA,14.89572647,NA,NA,NA,NA,24.93087633,NA,NA,NA,13.44399933,114.0295557,NA,NA,NA,NA,NA,NA,NA,44.23849134
29364,405000,702000,NA,60.42020251,NA,NA,NA,2.563913947,4.032274314,NA,NA,7.973708218,NA,76.34479113,NA,NA,NA,NA,NA,NA,13.71854016,27.50890505
29365,413000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.7968888,NA,NA,NA,NA,NA,NA,NA,217.7968888
29370,453000,702000,25.69226885,NA,NA,NA,NA,8.238258625,NA,NA,NA,11.64355129,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.19135959
29371,461000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29372,469000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.82970191,NA,NA,NA,NA,NA,NA,15.51967682,27.17468936
29375,493000,702000,NA,NA,NA,NA,NA,8.238258625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.232881565
29376,501000,702000,NA,22.63522878,NA,NA,NA,15.62867835,NA,NA,NA,NA,NA,135.3760499,NA,NA,NA,NA,NA,NA,8.040772578,37.94430044
29378,517000,702000,NA,NA,NA,NA,NA,NA,3.55909143,NA,NA,NA,NA,44.57269187,NA,NA,NA,NA,NA,NA,NA,24.06589165
29379,525000,702000,NA,NA,NA,NA,NA,14.76136234,NA,NA,NA,11.64141251,NA,18.67347302,6.814936155,NA,NA,NA,NA,NA,NA,12.97279601
29380,533000,702000,NA,NA,NA,NA,NA,5.086563869,NA,NA,NA,NA,16.13190793,152.2512028,NA,22.54802495,NA,NA,NA,NA,34.82127935,57.03172708
29381,541000,702000,NA,NA,NA,NA,NA,11.54568641,6.814936155,NA,NA,NA,NA,27.20625346,NA,NA,NA,NA,NA,NA,NA,15.18895867
29382,549000,702000,NA,NA,NA,NA,NA,NA,5.497503114,NA,NA,NA,NA,31.46348569,52.92695064,NA,NA,NA,NA,NA,NA,29.96264648
29383,557000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29384,565000,702000,NA,NA,NA,NA,5.392920106,NA,43.58982117,NA,NA,26.61492904,3.468663338,75.50505714,NA,29.09265146,2.638604666,NA,NA,NA,NA,32.72596301
29385,573000,702000,NA,NA,NA,NA,NA,19.53596043,3.120747361,NA,NA,38.94935675,4.845023411,57.464857,NA,NA,NA,NA,NA,NA,NA,24.78318899
29386,581000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29387,589000,702000,NA,NA,NA,NA,NA,6.108143768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.649567847,6.878855808
29390,613000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29392,629000,702000,25.64153581,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.205670979,NA,NA,NA,NA,NA,NA,NA,NA,14.4236034
29408,757000,702000,NA,NA,NA,NA,NA,3.468663338,NA,NA,NA,NA,NA,35.15266562,NA,12.79150912,NA,NA,NA,NA,NA,16.0510868
29415,813000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.794433005,NA,NA,NA,NA,6.794433005
29422,869000,702000,2.416695788,NA,NA,NA,NA,14.92069183,NA,NA,NA,NA,25.53154027,NA,NA,22.1024385,NA,NA,NA,NA,NA,16.2428416
29423,877000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29424,885000,702000,5.949678404,4.764302298,NA,NA,NA,NA,NA,NA,NA,13.19439468,NA,58.1723119,NA,NA,NA,NA,NA,NA,NA,20.52017182
29428,917000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29429,925000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29430,933000,702000,NA,3.291960134,NA,NA,NA,NA,NA,NA,NA,NA,3.379621906,NA,NA,NA,NA,NA,NA,NA,NA,3.33579102
29432,949000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.706809908,NA,NA,NA,NA,NA,NA,NA,9.706809908
29434,965000,702000,NA,NA,NA,NA,NA,NA,3.744135423,NA,NA,NA,NA,NA,2.874098343,NA,NA,NA,NA,NA,NA,3.309116883
29436,981000,702000,NA,NA,NA,NA,NA,NA,5.715478813,NA,NA,NA,8.818401243,134.4652359,NA,NA,NA,NA,NA,NA,NA,32.70659921
29437,989000,702000,NA,49.42412215,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.26550019,NA,NA,NA,NA,NA,NA,36.28034904,31.98999046
29438,997000,702000,3.650913149,21.57202904,NA,NA,15.28874974,13.34277753,NA,NA,NA,NA,39.40597117,70.39427223,NA,58.3624659,16.08164255,NA,NA,NA,NA,29.27169093
29440,1013000,702000,10.68452262,6.290225028,NA,NA,NA,3.291960134,2.639480431,NA,NA,NA,NA,4.041068092,NA,NA,NA,2.613292421,NA,NA,NA,8.244375416
29441,1021000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.5416758,NA,NA,NA,NA,NA,NA,NA,NA,226.5416758
29444,1045000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29445,1053000,702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29659,397000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29662,421000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29664,437000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29665,445000,694000,NA,141.8890143,NA,NA,NA,9.494777498,3.838765144,NA,NA,NA,44.99298737,19.36974158,NA,NA,NA,NA,NA,NA,NA,43.91705718
29666,453000,694000,NA,46.75629604,NA,NA,NA,9.813868338,11.27996134,NA,NA,NA,NA,91.51121396,NA,NA,NA,NA,NA,NA,NA,38.70018629
29668,469000,694000,NA,70.48990262,NA,NA,NA,NA,2.79456528,NA,NA,NA,20.43068442,NA,NA,NA,NA,NA,NA,NA,27.70769705,25.43848686
29671,493000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29672,501000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29673,509000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29674,517000,694000,NA,NA,NA,NA,NA,3.650913149,NA,NA,NA,NA,21.15820719,4.263157535,NA,NA,NA,NA,NA,NA,NA,9.690759292
29675,525000,694000,3.037182163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.504265348
29680,565000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.431685667,NA,NA,NA,NA,NA,NA,NA,NA,6.765693417
29681,573000,694000,NA,NA,NA,NA,NA,14.33875483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.33875483
29682,581000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29685,605000,694000,NA,NA,NA,NA,10.67490942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.55087472,NA,NA,15.73184113,12.31920842
29705,765000,694000,NA,NA,NA,NA,NA,NA,8.238258625,NA,NA,NA,NA,NA,NA,NA,25.09597543,NA,NA,NA,NA,16.66711703
29710,805000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29711,813000,694000,4.541153212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.541153212
29712,821000,694000,NA,NA,NA,NA,NA,2.954968223,NA,NA,NA,NA,NA,NA,22.0533548,NA,NA,NA,NA,NA,NA,12.50416151
29714,837000,694000,NA,NA,NA,NA,NA,2.716361752,18.2753967,NA,NA,NA,28.39297641,NA,NA,NA,9.377506243,NA,NA,NA,NA,17.4310435
29715,845000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29717,861000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29719,877000,694000,NA,7.625224315,NA,NA,NA,NA,3.037182163,NA,NA,3.033756349,2.274647412,30.76782047,NA,NA,NA,NA,NA,NA,NA,9.347726141
29720,885000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.18279677,NA,NA,NA,NA,NA,NA,NA,NA,44.18279677
29722,901000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.120747361,NA,NA,NA,NA,NA,NA,NA,NA,3.120747361
29723,909000,694000,NA,5.086563869,NA,NA,NA,4.974519763,NA,NA,NA,NA,40.2820425,198.3767888,NA,19.5835388,NA,NA,NA,NA,NA,53.66069075
29726,933000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.27852295,12.99239246,NA,NA,3.01506121,NA,NA,NA,NA,14.42865887
29728,949000,694000,NA,NA,NA,NA,NA,8.667976426,NA,NA,NA,NA,17.45286005,NA,NA,NA,NA,NA,NA,NA,NA,13.06041824
29730,965000,694000,2.874098343,8.950244009,NA,NA,NA,3.838765144,NA,NA,NA,62.31744687,33.49381719,134.706908,NA,NA,NA,NA,NA,NA,3.55909143,46.43789957
29731,973000,694000,NA,NA,NA,NA,NA,NA,2.20554298,NA,NA,91.29397159,86.08992321,150.2565644,5.200101937,NA,NA,NA,NA,NA,NA,67.00922082
29732,981000,694000,NA,NA,NA,NA,NA,3.55909143,NA,NA,NA,NA,15.9597324,NA,NA,15.77520916,NA,NA,NA,NA,NA,11.76467766
29734,997000,694000,2.639480431,NA,21.4497215,NA,NA,22.63240179,4.833391576,NA,NA,NA,36.13442878,128.7917385,12.92674542,NA,NA,4.698480423,NA,NA,NA,39.90325558
29735,1005000,694000,NA,NA,NA,NA,NA,4.974519763,NA,NA,NA,NA,NA,12.48527263,NA,36.19536382,NA,NA,NA,NA,NA,19.19347848
29736,1013000,694000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29737,1021000,694000,NA,32.51909885,NA,26.54350375,20.75398705,NA,2.639480431,NA,NA,34.92494473,20.42528024,21.92126347,NA,NA,5.798391956,NA,NA,NA,NA,20.69074381
29738,1029000,694000,NA,NA,NA,NA,NA,NA,5.549744111,NA,NA,NA,72.76740796,NA,NA,NA,NA,NA,NA,NA,NA,39.15857603
29740,1045000,694000,32.33973036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.902825061,NA,NA,NA,NA,NA,NA,21.12127771
29741,1053000,694000,3.037182163,NA,NA,3.694341215,NA,NA,4.231495087,NA,NA,NA,46.81193923,NA,NA,6.100357911,NA,NA,NA,NA,NA,18.44787581
29955,397000,686000,NA,NA,NA,NA,60.10158075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.345029148,31.22330495
29956,405000,686000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.73877096,NA,NA,NA,NA,NA,17.73877096
29958,421000,686000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79456528,NA,NA,NA,2.358236782,NA,NA,NA,NA,2.576401031
29960,437000,686000,NA,4.13116737,NA,NA,NA,6.54944196,NA,NA,NA,NA,21.76180382,NA,NA,NA,NA,NA,NA,NA,NA,10.81413772
29961,445000,686000,NA,NA,NA,NA,NA,NA,2.639480431,NA,NA,NA,NA,NA,2.716361752,NA,NA,NA,NA,NA,27.18404561,10.84662926
29962,453000,686000,NA,NA,NA,NA,NA,6.086525414,42.30304351,NA,NA,NA,4.333264182,78.82824938,NA,NA,NA,NA,NA,NA,NA,32.88777062
29963,461000,686000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.27244986,NA,NA,NA,NA,NA,NA,NA,NA,22.11370904
29965,477000,686000,NA,NA,NA,NA,NA,5.594448654,33.86868364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.73156615
29968,501000,686000,NA,NA,NA,NA,NA,NA,16.68390277,NA,NA,NA,NA,38.48582854,NA,33.50510055,NA,NA,NA,NA,58.30596969,29.83726891
29969,509000,686000,NA,NA,NA,NA,NA,NA,22.35693069,NA,NA,3.516175965,NA,86.70298703,NA,NA,NA,NA,NA,NA,NA,37.52536456
29970,517000,686000,NA,NA,NA,NA,NA,10.82260034,2.874098343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.72049285,12.66964776
29971,525000,686000,NA,NA,NA,NA,NA,2.954968223,2.274647412,NA,NA,NA,NA,NA,5.790425895,NA,NA,NA,NA,NA,25.54784329,9.107941502
