"x","y","cell","avg_biomass_by_plot","count"
605000,1206000,10741,43.2788892425748,2
613000,1206000,10742,27.3800722117974,3
621000,1206000,10743,99.4239458721411,2
629000,1206000,10744,155.998415547443,1
637000,1206000,10745,83.2947345437361,3
5000,1198000,10962,36.3153375060251,1
13000,1198000,10963,40.9374713579502,1
21000,1198000,10964,NA,0
29000,1198000,10965,56.8569350560815,3
37000,1198000,10966,114.059390464836,3
45000,1198000,10967,38.2534612623342,2
53000,1198000,10968,79.2108946485288,1
61000,1198000,10969,58.4549867112551,2
69000,1198000,10970,26.6148515319954,2
77000,1198000,10971,114.809827787103,2
85000,1198000,10972,80.8552605849628,3
93000,1198000,10973,71.6735205904796,4
101000,1198000,10974,8.98633605800559,1
109000,1198000,10975,94.4252593110433,2
117000,1198000,10976,58.1721702403059,3
125000,1198000,10977,43.6172833755225,2
133000,1198000,10978,47.8788201349694,2
141000,1198000,10979,66.8034741853268,2
149000,1198000,10980,2.22487143596474,1
157000,1198000,10981,87.2590362956786,4
165000,1198000,10982,25.7759106156562,2
173000,1198000,10983,33.385256273787,2
181000,1198000,10984,59.9719654501368,4
189000,1198000,10985,60.2326435987745,4
197000,1198000,10986,80.5854616603259,3
205000,1198000,10987,79.3943844861812,2
213000,1198000,10988,56.2198321545778,4
221000,1198000,10989,16.3315487139976,2
229000,1198000,10990,90.4429677779061,4
237000,1198000,10991,170.850704900446,1
245000,1198000,10992,143.121244543038,1
253000,1198000,10993,59.2050192398021,2
261000,1198000,10994,1.906064633233,1
269000,1198000,10995,57.3931361261233,2
277000,1198000,10996,67.6380011682554,3
285000,1198000,10997,54.6831022009797,3
293000,1198000,10998,8.00036082093026,1
301000,1198000,10999,26.6091926928639,3
309000,1198000,11000,116.756866558031,2
317000,1198000,11001,33.8057791870472,2
325000,1198000,11002,74.6148970058066,3
333000,1198000,11003,81.2256315394866,3
341000,1198000,11004,91.627915196436,4
349000,1198000,11005,72.8289545494726,2
357000,1198000,11006,58.4012850229454,5
365000,1198000,11007,69.3243690590511,2
589000,1198000,11035,1.91388218593882,1
597000,1198000,11036,71.7881434988559,1
613000,1198000,11038,132.607108244825,2
621000,1198000,11039,85.2239297441736,1
629000,1198000,11040,89.6941885068029,2
13000,1190000,11259,47.8203356869035,1
29000,1190000,11261,121.017559233798,2
37000,1190000,11262,119.899825127382,1
61000,1190000,11265,23.3132431043114,2
69000,1190000,11266,106.442523118124,2
77000,1190000,11267,28.8041551153099,1
85000,1190000,11268,151.226584814148,2
93000,1190000,11269,47.9258200337583,2
101000,1190000,11270,11.5290306093575,2
109000,1190000,11271,NA,0
117000,1190000,11272,9.57338349185784,1
133000,1190000,11274,12.5545675354352,2
141000,1190000,11275,28.3955080498805,2
149000,1190000,11276,16.2600199417708,1
157000,1190000,11277,52.8200741219842,4
165000,1190000,11278,61.5385632050568,1
173000,1190000,11279,65.9510378361539,1
181000,1190000,11280,81.4217182949075,2
189000,1190000,11281,49.6249384908816,1
197000,1190000,11282,11.6757882319309,2
205000,1190000,11283,30.6942988260737,3
213000,1190000,11284,161.856321697489,1
221000,1190000,11285,44.5625391722983,3
229000,1190000,11286,82.0770693408433,2
237000,1190000,11287,111.350997360876,4
245000,1190000,11288,159.228321221927,2
253000,1190000,11289,28.2159813523453,3
261000,1190000,11290,95.466320723171,1
269000,1190000,11291,27.37703041609,1
277000,1190000,11292,102.968961314275,2
285000,1190000,11293,51.2359622212114,1
293000,1190000,11294,35.7322319485846,2
301000,1190000,11295,47.3612992214991,1
309000,1190000,11296,12.4762795561394,3
317000,1190000,11297,81.8426785019829,2
325000,1190000,11298,53.6737806852796,5
333000,1190000,11299,37.6896555730716,4
341000,1190000,11300,33.5608790495228,2
349000,1190000,11301,37.7822339396508,4
357000,1190000,11302,49.4837289294164,1
429000,1190000,11311,NA,0
437000,1190000,11312,NA,0
445000,1190000,11313,NA,0
461000,1190000,11315,110.807290663825,1
581000,1190000,11330,36.9813255087283,1
589000,1190000,11331,38.8647970659353,2
597000,1190000,11332,63.5793414406126,2
605000,1190000,11333,NA,0
613000,1190000,11334,113.116586092441,3
621000,1190000,11335,74.3515117337432,1
21000,1182000,11556,166.569203223138,1
29000,1182000,11557,157.340301829987,2
37000,1182000,11558,101.91944063877,1
61000,1182000,11561,NA,0
69000,1182000,11562,68.6158405471915,2
77000,1182000,11563,99.8566376936001,1
85000,1182000,11564,72.9315294267285,2
93000,1182000,11565,NA,0
101000,1182000,11566,120.933637525341,1
109000,1182000,11567,NA,0
117000,1182000,11568,NA,0
125000,1182000,11569,21.3406064570424,2
133000,1182000,11570,86.41408764558,2
141000,1182000,11571,52.4814369695135,3
149000,1182000,11572,61.625063709719,2
157000,1182000,11573,58.1846101590902,2
165000,1182000,11574,111.904868956528,1
173000,1182000,11575,9.98672614569044,2
181000,1182000,11576,82.2581786358646,2
189000,1182000,11577,88.4061254770698,2
197000,1182000,11578,70.7076155406734,4
205000,1182000,11579,60.2032856666941,1
213000,1182000,11580,11.4042742762396,2
221000,1182000,11581,130.167530978011,1
229000,1182000,11582,109.887136393503,4
237000,1182000,11583,27.1147053062524,1
245000,1182000,11584,30.6928186256162,4
253000,1182000,11585,25.1378236093995,6
261000,1182000,11586,18.9408171437388,3
269000,1182000,11587,40.5437995112299,2
277000,1182000,11588,53.1691106645261,2
285000,1182000,11589,30.8701697324959,5
293000,1182000,11590,51.8257249383498,2
301000,1182000,11591,19.3459701922722,4
309000,1182000,11592,54.6662498534177,4
317000,1182000,11593,37.762834588233,2
325000,1182000,11594,NA,0
333000,1182000,11595,27.9450734981109,2
413000,1182000,11605,83.1349854746611,1
421000,1182000,11606,261.720285856446,1
445000,1182000,11609,201.82974059933,1
453000,1182000,11610,67.9922061125087,1
573000,1182000,11625,61.1589411475638,1
581000,1182000,11626,117.892410792669,3
589000,1182000,11627,NA,0
597000,1182000,11628,89.9681649441844,3
613000,1182000,11630,267.495295971783,1
5000,1174000,11850,36.539057688096,1
21000,1174000,11852,157.048622005541,1
29000,1174000,11853,88.2594706193914,3
37000,1174000,11854,NA,0
45000,1174000,11855,114.677850688756,1
69000,1174000,11858,21.3252120379006,2
93000,1174000,11861,73.6524577015579,3
101000,1174000,11862,35.2951501386092,2
109000,1174000,11863,41.3953192854527,2
117000,1174000,11864,33.3733613042627,2
125000,1174000,11865,42.7619552489983,1
133000,1174000,11866,175.985275904716,1
141000,1174000,11867,5.08584815041616,1
149000,1174000,11868,63.2895043098824,2
157000,1174000,11869,22.6502576652884,1
165000,1174000,11870,NA,0
173000,1174000,11871,66.8617787787139,4
181000,1174000,11872,92.9333866977038,2
189000,1174000,11873,77.2635444158845,3
197000,1174000,11874,31.1099970685481,5
205000,1174000,11875,83.3912721987804,1
213000,1174000,11876,47.1905087914351,3
221000,1174000,11877,2.49613388469122,1
229000,1174000,11878,124.058546493292,2
237000,1174000,11879,89.9652812910072,2
245000,1174000,11880,34.4574415265962,2
253000,1174000,11881,72.8844283028626,2
261000,1174000,11882,32.8319480335461,4
269000,1174000,11883,69.0514368632413,3
277000,1174000,11884,54.4588109953421,5
285000,1174000,11885,35.0431861025915,5
293000,1174000,11886,82.254614003213,2
301000,1174000,11887,47.5790382469849,3
309000,1174000,11888,40.070545261821,2
317000,1174000,11889,52.1626749698337,1
397000,1174000,11899,2.15987490113863,1
405000,1174000,11900,84.6649558440438,2
413000,1174000,11901,51.1125948478837,1
421000,1174000,11902,54.05238373723,5
429000,1174000,11903,187.15446518642,4
437000,1174000,11904,94.8299780846899,1
557000,1174000,11919,101.881510260665,1
565000,1174000,11920,138.276072622968,2
573000,1174000,11921,106.581547384978,2
581000,1174000,11922,122.754642959373,2
589000,1174000,11923,79.8305604781119,2
597000,1174000,11924,91.0500288473437,1
605000,1174000,11925,65.7113862726702,3
13000,1166000,12147,NA,0
21000,1166000,12148,4.76172493583972,1
29000,1166000,12149,17.4128132949307,1
61000,1166000,12153,18.6243363025825,1
69000,1166000,12154,NA,0
77000,1166000,12155,NA,0
101000,1166000,12158,73.8868819449638,1
109000,1166000,12159,NA,0
117000,1166000,12160,35.6674723983965,3
125000,1166000,12161,32.3086554085328,1
133000,1166000,12162,56.5330392591176,1
141000,1166000,12163,56.9890425740178,3
149000,1166000,12164,40.2328026474144,1
157000,1166000,12165,91.9221253514367,2
165000,1166000,12166,80.9031219357183,2
173000,1166000,12167,86.0048345931524,2
181000,1166000,12168,67.0347516728847,4
189000,1166000,12169,NA,0
197000,1166000,12170,27.7409298076359,1
205000,1166000,12171,NA,0
213000,1166000,12172,174.793444247973,1
221000,1166000,12173,2.15987490113863,1
229000,1166000,12174,NA,0
237000,1166000,12175,144.675103451191,1
245000,1166000,12176,NA,0
253000,1166000,12177,31.2369375755348,2
261000,1166000,12178,65.8436535369946,1
269000,1166000,12179,25.6650268902661,2
277000,1166000,12180,95.8833533682743,1
285000,1166000,12181,64.9490598472837,2
293000,1166000,12182,110.050093588486,4
301000,1166000,12183,79.4485444535023,2
309000,1166000,12184,68.5339133434542,2
317000,1166000,12185,71.818536871774,2
325000,1166000,12186,NA,0
365000,1166000,12191,7.83709348129201,2
373000,1166000,12192,NA,0
381000,1166000,12193,85.2109729643784,2
389000,1166000,12194,47.0255056196048,5
397000,1166000,12195,8.06211458743394,1
405000,1166000,12196,69.5411691045742,1
413000,1166000,12197,66.4145692249962,4
421000,1166000,12198,163.339320654282,2
429000,1166000,12199,58.2778122858327,2
437000,1166000,12200,25.9926587772367,1
541000,1166000,12213,82.5171452122393,1
549000,1166000,12214,110.164000210101,2
557000,1166000,12215,98.5427137402583,2
565000,1166000,12216,130.925691293738,3
573000,1166000,12217,175.291147869165,1
581000,1166000,12218,161.375433661684,2
589000,1166000,12219,71.375116503102,3
597000,1166000,12220,92.5620468259579,1
605000,1166000,12221,100.895531954824,1
629000,1166000,12224,256.94404195145,1
13000,1158000,12443,67.9281464330958,1
29000,1158000,12445,99.1916234982803,1
37000,1158000,12446,86.3020344460411,2
53000,1158000,12448,83.9698284385702,1
61000,1158000,12449,35.9217168517874,1
69000,1158000,12450,4.09253106058435,1
77000,1158000,12451,80.9594407846025,1
85000,1158000,12452,175.519492018456,1
93000,1158000,12453,53.4832488243681,1
109000,1158000,12455,143.829540531825,1
117000,1158000,12456,113.724028479506,1
125000,1158000,12457,23.386013646833,1
133000,1158000,12458,12.349918552274,2
141000,1158000,12459,97.979788766628,3
149000,1158000,12460,51.0381991359065,2
157000,1158000,12461,14.043630651369,1
165000,1158000,12462,56.0184446633,2
173000,1158000,12463,12.8880396411749,1
181000,1158000,12464,27.3488993060423,2
189000,1158000,12465,107.266147860772,4
197000,1158000,12466,80.9727339378094,4
205000,1158000,12467,48.3580270436393,1
213000,1158000,12468,67.5667670687258,3
221000,1158000,12469,75.8705003166514,3
229000,1158000,12470,95.5652160207096,4
237000,1158000,12471,61.0637744145757,3
245000,1158000,12472,84.7469064753961,1
253000,1158000,12473,94.1886096250158,3
261000,1158000,12474,NA,0
269000,1158000,12475,38.108886062226,3
277000,1158000,12476,5.18024134093613,2
285000,1158000,12477,95.1959039385728,3
293000,1158000,12478,25.5010055189021,4
301000,1158000,12479,58.8261105259936,1
309000,1158000,12480,76.3530716608382,5
317000,1158000,12481,31.432640125095,3
325000,1158000,12482,44.473999990509,3
333000,1158000,12483,43.9030568691944,2
341000,1158000,12484,16.3473796939734,2
349000,1158000,12485,18.3469710212134,4
357000,1158000,12486,47.4377291285843,3
365000,1158000,12487,23.2800046907289,4
373000,1158000,12488,57.338580156465,3
381000,1158000,12489,20.934059844521,3
389000,1158000,12490,69.1279360031251,3
397000,1158000,12491,84.7314792501841,2
405000,1158000,12492,158.764946500955,2
413000,1158000,12493,90.7952375325125,5
421000,1158000,12494,114.802124750052,1
493000,1158000,12503,NA,0
501000,1158000,12504,188.028141357993,2
509000,1158000,12505,169.518356473503,2
525000,1158000,12507,3.35898178697105,1
533000,1158000,12508,80.3432581915654,1
541000,1158000,12509,69.8259430189182,2
549000,1158000,12510,63.9443454601486,2
557000,1158000,12511,103.35391141173,2
565000,1158000,12512,51.40775520583,1
573000,1158000,12513,100.370691370751,2
581000,1158000,12514,164.934645291812,1
589000,1158000,12515,68.7273551833384,2
597000,1158000,12516,93.1287250247695,1
613000,1158000,12518,176.825289948141,1
621000,1158000,12519,110.845698858195,1
629000,1158000,12520,79.484463275353,1
637000,1158000,12521,181.710969634367,1
653000,1158000,12523,122.202005419294,2
21000,1150000,12740,NA,0
29000,1150000,12741,46.0947514478586,1
45000,1150000,12743,7.8710394584054,1
53000,1150000,12744,62.8320209390904,2
61000,1150000,12745,40.1497257721239,2
69000,1150000,12746,4.70228208935194,2
77000,1150000,12747,78.9040661605128,1
85000,1150000,12748,38.2967556509848,2
93000,1150000,12749,62.2442643647115,2
109000,1150000,12751,61.5379902954641,1
117000,1150000,12752,50.9055891447395,1
125000,1150000,12753,56.5543706537539,1
133000,1150000,12754,133.452212234209,1
141000,1150000,12755,84.8432916790088,1
157000,1150000,12757,32.8397856009599,3
165000,1150000,12758,63.2439218373322,2
173000,1150000,12759,72.084295150119,2
181000,1150000,12760,44.2580168043232,3
189000,1150000,12761,51.9882608054029,3
197000,1150000,12762,141.533379634921,3
205000,1150000,12763,73.8072413933793,1
213000,1150000,12764,43.1187728183766,2
221000,1150000,12765,61.9990406164265,2
229000,1150000,12766,91.5056330802082,3
237000,1150000,12767,57.2837572021305,3
245000,1150000,12768,97.3147911582417,2
253000,1150000,12769,14.7152016073174,2
261000,1150000,12770,NA,0
269000,1150000,12771,67.162213621702,2
277000,1150000,12772,97.233722707805,4
285000,1150000,12773,32.7212050256131,3
293000,1150000,12774,2.14921632087547,1
301000,1150000,12775,34.8284574240483,2
309000,1150000,12776,44.1509796944218,4
317000,1150000,12777,43.4955988005971,2
325000,1150000,12778,39.1970955817964,2
333000,1150000,12779,11.0728185890758,4
341000,1150000,12780,43.5536148335793,4
349000,1150000,12781,18.3301690954131,3
357000,1150000,12782,2.56679496901845,1
365000,1150000,12783,30.156118025521,5
373000,1150000,12784,47.5408580021535,2
381000,1150000,12785,41.0650954275952,2
389000,1150000,12786,93.007690775456,2
397000,1150000,12787,169.661294219582,1
405000,1150000,12788,94.0178157056674,2
413000,1150000,12789,43.1017652374945,2
485000,1150000,12798,197.426710756699,1
493000,1150000,12799,141.759280704419,2
501000,1150000,12800,200.527481217616,4
509000,1150000,12801,114.10272299237,1
517000,1150000,12802,96.3106687640046,2
525000,1150000,12803,19.5142603360985,2
533000,1150000,12804,38.3116467751112,1
541000,1150000,12805,117.640337267077,4
549000,1150000,12806,71.6641235980907,3
557000,1150000,12807,79.2053629185081,2
565000,1150000,12808,75.1600534320704,3
573000,1150000,12809,135.54738447297,2
581000,1150000,12810,16.9209005551806,1
589000,1150000,12811,103.59255452538,1
597000,1150000,12812,185.037656748716,2
605000,1150000,12813,165.944896465847,1
613000,1150000,12814,56.179178857786,2
621000,1150000,12815,135.679818386219,1
629000,1150000,12816,166.06606883705,2
637000,1150000,12817,67.2331262074298,1
645000,1150000,12818,133.538928642261,2
653000,1150000,12819,176.881397849971,3
29000,1142000,13037,34.5152113014256,1
45000,1142000,13039,NA,0
53000,1142000,13040,NA,0
61000,1142000,13041,55.5357673427064,1
77000,1142000,13043,NA,0
85000,1142000,13044,NA,0
101000,1142000,13046,121.495838225327,1
109000,1142000,13047,242.567553042984,1
125000,1142000,13049,16.2953322816842,3
133000,1142000,13050,111.499686558756,2
141000,1142000,13051,70.6016374323146,2
149000,1142000,13052,81.4865298288015,5
157000,1142000,13053,30.0571852697153,1
165000,1142000,13054,113.317288215076,2
173000,1142000,13055,59.0391937919561,3
181000,1142000,13056,33.0509853761495,1
189000,1142000,13057,60.7810380465132,2
197000,1142000,13058,88.5989528379578,3
205000,1142000,13059,70.6955112294639,1
213000,1142000,13060,46.263919129785,3
221000,1142000,13061,94.8382893181137,3
229000,1142000,13062,92.8088950681127,2
237000,1142000,13063,71.3217430923184,3
245000,1142000,13064,32.0374668197005,5
253000,1142000,13065,137.30508463,1
261000,1142000,13066,18.7165740760901,2
269000,1142000,13067,55.3773324838346,2
277000,1142000,13068,78.0413919784706,2
285000,1142000,13069,48.4470466635658,3
293000,1142000,13070,NA,0
301000,1142000,13071,31.4301533270176,5
309000,1142000,13072,46.9681423768567,1
317000,1142000,13073,49.1213742919141,4
325000,1142000,13074,51.6368429389236,3
333000,1142000,13075,56.4746159267381,3
341000,1142000,13076,40.367704498328,3
349000,1142000,13077,51.7404931333671,4
357000,1142000,13078,90.6483085290575,2
365000,1142000,13079,40.2090150315175,2
373000,1142000,13080,51.7165515913087,4
381000,1142000,13081,44.2476885334595,5
389000,1142000,13082,84.7680835081139,4
397000,1142000,13083,49.1902064164014,4
405000,1142000,13084,63.0751240478358,2
413000,1142000,13085,19.6292514671615,2
421000,1142000,13086,33.7195851821185,1
429000,1142000,13087,38.7846650816482,1
477000,1142000,13093,114.55915483336,1
485000,1142000,13094,154.010613196,3
493000,1142000,13095,117.307556728757,2
501000,1142000,13096,127.226424029055,1
509000,1142000,13097,79.6649387407544,5
517000,1142000,13098,103.158311696062,5
525000,1142000,13099,134.330616319102,4
533000,1142000,13100,135.923590310587,4
541000,1142000,13101,73.6083205459904,3
549000,1142000,13102,135.73475176514,4
557000,1142000,13103,51.3604785552539,2
565000,1142000,13104,83.4318858125169,4
573000,1142000,13105,117.369991901779,7
581000,1142000,13106,157.841900544865,3
589000,1142000,13107,198.271180004399,3
597000,1142000,13108,105.101762970422,4
605000,1142000,13109,147.78645957701,2
613000,1142000,13110,113.219175545369,2
621000,1142000,13111,121.665583392086,1
629000,1142000,13112,165.529145043529,3
637000,1142000,13113,189.088835652788,2
645000,1142000,13114,26.7833533795603,1
653000,1142000,13115,113.011064526189,4
661000,1142000,13116,42.7747614313721,1
669000,1142000,13117,119.240565885096,3
45000,1134000,13335,83.6304013245749,1
61000,1134000,13337,32.7892827543613,1
69000,1134000,13338,103.048021546926,1
85000,1134000,13340,120.034440108263,1
93000,1134000,13341,NA,0
101000,1134000,13342,NA,0
109000,1134000,13343,27.8816424654897,3
117000,1134000,13344,34.6050481167871,2
125000,1134000,13345,193.41086273211,1
133000,1134000,13346,207.256998545684,2
141000,1134000,13347,124.792710486572,2
149000,1134000,13348,26.5587862315916,2
157000,1134000,13349,143.585290942028,1
165000,1134000,13350,133.999508501485,1
173000,1134000,13351,123.752529932558,2
181000,1134000,13352,108.20400209446,4
189000,1134000,13353,24.5517017824018,2
213000,1134000,13356,91.9881978114023,5
221000,1134000,13357,60.1117535538689,3
229000,1134000,13358,65.1175011834571,3
237000,1134000,13359,100.685809034212,3
245000,1134000,13360,21.0188380234043,2
253000,1134000,13361,130.574057483411,2
261000,1134000,13362,42.2566078298231,4
269000,1134000,13363,70.2567319020342,2
277000,1134000,13364,86.2297180409741,2
285000,1134000,13365,72.0495191972585,3
293000,1134000,13366,59.0302022626037,4
301000,1134000,13367,29.3758706090558,2
309000,1134000,13368,78.2445859000648,5
317000,1134000,13369,105.058342448184,1
325000,1134000,13370,40.1717575366434,2
333000,1134000,13371,15.958714403073,1
341000,1134000,13372,48.3581790560173,2
349000,1134000,13373,65.1953170752211,2
357000,1134000,13374,48.5141713674305,4
365000,1134000,13375,42.918749637871,3
373000,1134000,13376,42.1982568813075,4
381000,1134000,13377,64.8723988898932,1
389000,1134000,13378,77.1527734578923,3
397000,1134000,13379,44.587055364021,2
405000,1134000,13380,58.444114527884,3
413000,1134000,13381,38.7599190915572,3
421000,1134000,13382,NA,0
445000,1134000,13385,52.1708666000578,4
453000,1134000,13386,70.7014298265238,1
461000,1134000,13387,28.7811924320576,1
469000,1134000,13388,106.601252062124,4
477000,1134000,13389,92.7447809599341,3
485000,1134000,13390,150.191444437357,2
493000,1134000,13391,34.9649574966235,2
501000,1134000,13392,120.025857682889,1
509000,1134000,13393,134.364623096379,5
517000,1134000,13394,182.08418539409,2
525000,1134000,13395,109.873434143007,4
533000,1134000,13396,89.1732281615432,2
541000,1134000,13397,5.14138930442376,3
549000,1134000,13398,46.5780445259076,3
557000,1134000,13399,106.797642442293,6
565000,1134000,13400,142.350334142971,7
573000,1134000,13401,166.575834638102,4
581000,1134000,13402,112.291881093587,4
589000,1134000,13403,86.9694220428173,3
597000,1134000,13404,19.9638545395975,1
605000,1134000,13405,135.695483644171,1
613000,1134000,13406,69.5031719690945,3
621000,1134000,13407,131.980061607959,2
629000,1134000,13408,99.0098696158489,1
637000,1134000,13409,104.441088457521,5
645000,1134000,13410,79.5662626032256,2
653000,1134000,13411,163.949465999199,2
661000,1134000,13412,104.546104742846,3
669000,1134000,13413,73.0564674226346,1
845000,1134000,13435,92.8900803043114,1
853000,1134000,13436,NA,0
861000,1134000,13437,37.0947587849317,1
29000,1126000,13629,20.1222323367725,1
45000,1126000,13631,165.644601581953,2
53000,1126000,13632,58.4820564735999,1
69000,1126000,13634,124.756800349456,1
77000,1126000,13635,209.641919941319,1
85000,1126000,13636,36.0797202826471,2
93000,1126000,13637,42.4029770446511,2
101000,1126000,13638,4.5492948236301,1
117000,1126000,13640,91.4008152734996,1
125000,1126000,13641,NA,0
133000,1126000,13642,125.77501666293,2
141000,1126000,13643,174.240739004729,1
149000,1126000,13644,135.889445264541,3
165000,1126000,13646,25.1028070484539,1
173000,1126000,13647,47.242154899595,2
181000,1126000,13648,113.151541194475,1
189000,1126000,13649,104.286373805494,1
213000,1126000,13652,7.28676684984052,1
221000,1126000,13653,1.753950350284,1
229000,1126000,13654,46.8620515792529,2
237000,1126000,13655,133.031139941561,1
245000,1126000,13656,67.4736752018533,2
253000,1126000,13657,78.0905553617951,3
261000,1126000,13658,47.3099436436579,2
269000,1126000,13659,90.0170869116948,3
277000,1126000,13660,11.1024310475819,2
285000,1126000,13661,65.9768772577115,3
293000,1126000,13662,80.9783606663381,3
301000,1126000,13663,63.9251869839943,4
309000,1126000,13664,NA,0
317000,1126000,13665,56.9550629446828,6
325000,1126000,13666,110.864218045598,2
333000,1126000,13667,62.3696850938901,4
341000,1126000,13668,73.511191485588,4
349000,1126000,13669,51.8598376509654,5
357000,1126000,13670,97.7777177257803,2
365000,1126000,13671,49.9344400223189,3
373000,1126000,13672,84.5164665642741,3
381000,1126000,13673,180.140610861043,6
389000,1126000,13674,57.5265022071982,2
397000,1126000,13675,59.6936212966486,1
405000,1126000,13676,35.2371186663449,3
413000,1126000,13677,33.4578256879488,1
421000,1126000,13678,20.2713028577644,3
437000,1126000,13680,NA,0
445000,1126000,13681,91.2787457489878,3
453000,1126000,13682,96.4525911012852,3
461000,1126000,13683,155.167173704127,2
469000,1126000,13684,NA,0
477000,1126000,13685,67.3801510180024,1
485000,1126000,13686,87.7420283872854,2
493000,1126000,13687,72.1890477602078,5
501000,1126000,13688,111.315116934095,3
509000,1126000,13689,105.224389516156,2
517000,1126000,13690,90.7461642692681,3
525000,1126000,13691,NA,0
541000,1126000,13693,51.9814763244511,3
549000,1126000,13694,15.105288435275,2
557000,1126000,13695,54.7788100729905,4
565000,1126000,13696,105.645277999829,6
573000,1126000,13697,114.707910590962,6
581000,1126000,13698,119.636870884891,6
589000,1126000,13699,142.676706236561,3
597000,1126000,13700,59.2667719798694,2
605000,1126000,13701,42.162612654014,3
613000,1126000,13702,5.6358666716976,1
621000,1126000,13703,34.952153674474,2
629000,1126000,13704,157.038500347327,2
637000,1126000,13705,71.9541594101261,2
645000,1126000,13706,75.671278719126,1
653000,1126000,13707,100.539969797335,1
661000,1126000,13708,75.1641619057344,1
669000,1126000,13709,92.8834944271219,2
677000,1126000,13710,119.818044433252,2
781000,1126000,13723,93.094651154123,1
789000,1126000,13724,212.727055680366,1
797000,1126000,13725,11.5525615688713,1
805000,1126000,13726,198.588982503677,1
813000,1126000,13727,58.1811752247852,1
821000,1126000,13728,NA,0
829000,1126000,13729,5.65998663975179,1
837000,1126000,13730,NA,0
845000,1126000,13731,167.403639651932,2
853000,1126000,13732,51.1549373406116,1
861000,1126000,13733,27.5507544692772,1
69000,1118000,13930,114.10091977189,2
77000,1118000,13931,20.2286655113363,1
85000,1118000,13932,168.618658803626,2
93000,1118000,13933,216.008500466591,1
101000,1118000,13934,64.5008313599398,4
109000,1118000,13935,NA,0
117000,1118000,13936,NA,0
125000,1118000,13937,72.8022428210745,3
141000,1118000,13939,71.997082247585,4
149000,1118000,13940,107.691221680302,1
157000,1118000,13941,NA,0
165000,1118000,13942,61.4561889017249,3
173000,1118000,13943,NA,0
181000,1118000,13944,NA,0
189000,1118000,13945,81.1747396770289,3
197000,1118000,13946,162.411040114072,1
213000,1118000,13948,22.3973762019806,1
221000,1118000,13949,37.3739308200544,4
229000,1118000,13950,59.0075664966742,4
237000,1118000,13951,21.3861609679159,2
245000,1118000,13952,68.157878918748,3
253000,1118000,13953,35.1505875208136,3
261000,1118000,13954,11.0117559612175,1
269000,1118000,13955,43.4933986479484,4
277000,1118000,13956,57.2415735245475,3
285000,1118000,13957,15.0379558601288,1
293000,1118000,13958,27.4643259944973,4
301000,1118000,13959,147.86556392188,1
309000,1118000,13960,22.9368412169951,4
317000,1118000,13961,118.059626803413,1
325000,1118000,13962,58.934355904374,6
333000,1118000,13963,31.1638468223768,3
341000,1118000,13964,37.6819384945667,2
349000,1118000,13965,21.2658989362472,2
357000,1118000,13966,87.8753827897694,5
365000,1118000,13967,7.93139407786033,2
373000,1118000,13968,34.4143224591047,3
381000,1118000,13969,176.013867014892,3
389000,1118000,13970,82.0599631988886,3
397000,1118000,13971,65.4727609708973,4
405000,1118000,13972,46.4527451557553,2
413000,1118000,13973,120.387446853446,4
421000,1118000,13974,72.0460402038268,3
429000,1118000,13975,57.3883075016033,4
437000,1118000,13976,36.1671026117331,2
445000,1118000,13977,116.842742581465,1
453000,1118000,13978,101.7816592427,6
461000,1118000,13979,41.3072425945841,2
469000,1118000,13980,106.963834274838,3
477000,1118000,13981,143.59052392389,1
485000,1118000,13982,101.712869543586,2
493000,1118000,13983,42.9615987142377,2
501000,1118000,13984,72.3141938286923,1
509000,1118000,13985,107.897525981218,4
517000,1118000,13986,75.3488475709721,2
525000,1118000,13987,34.5091514902058,3
533000,1118000,13988,67.6013770590588,5
541000,1118000,13989,62.7442027738948,3
549000,1118000,13990,75.1654146990794,3
557000,1118000,13991,130.855755917226,1
565000,1118000,13992,84.912007565377,3
573000,1118000,13993,135.15646514892,8
581000,1118000,13994,84.9004845441119,4
589000,1118000,13995,51.9756717077798,2
597000,1118000,13996,61.3582925735595,1
605000,1118000,13997,30.1936864207706,2
613000,1118000,13998,57.1584580532058,4
621000,1118000,13999,NA,0
629000,1118000,14000,31.0925743318499,2
637000,1118000,14001,199.948462790554,1
645000,1118000,14002,53.714264730682,3
653000,1118000,14003,97.6530469201928,2
661000,1118000,14004,NA,0
669000,1118000,14005,78.8894940886121,1
677000,1118000,14006,152.175491287421,2
765000,1118000,14017,NA,0
773000,1118000,14018,78.9258103528925,2
781000,1118000,14019,137.99229156887,2
789000,1118000,14020,32.7607559021823,1
797000,1118000,14021,141.554964071381,3
805000,1118000,14022,94.331450590419,2
813000,1118000,14023,91.9653690394412,3
821000,1118000,14024,111.445002391076,1
829000,1118000,14025,129.531459035472,2
837000,1118000,14026,90.1695633622562,2
853000,1118000,14028,10.8633836440084,1
861000,1118000,14029,NA,0
5000,1110000,14218,87.0191547400332,1
29000,1110000,14221,NA,0
69000,1110000,14226,149.100973844344,1
77000,1110000,14227,NA,0
93000,1110000,14229,NA,0
101000,1110000,14230,NA,0
109000,1110000,14231,363.158467816746,1
117000,1110000,14232,81.6206863038902,2
125000,1110000,14233,115.285973605054,2
133000,1110000,14234,175.707650791989,1
141000,1110000,14235,55.6500527878129,1
157000,1110000,14237,88.1305684161973,2
